eggNOG	KO
arCOG06525	K19125
arCOG04929	K19124
arCOG06524	K19046
arCOG01555	K14089
arCOG03483	K07012
arCOG05134	K19120
arCOG05306	K14095
arCOG09600	K02078
arCOG05315	K16785
2AVUT	K02970
2DQIM	K20541
2DWQQ	K19135
2EAWE	K02030
28MEM	K01155
2ETDC	K08976
28RDX	K16919
2B6YW	K01992
2A2Z4	K18955
2A65G	K08927
2EBAT	K09807
2DT03	K12472
29802	K07090
arCOG02689	K08368
29940	K01992
2DSBB	K01573
2E8G3	K22258
2D8V6	K11553
2DBJ1	K16926
28KE5	K20460
2BB5N	K06397
2A1HI	K19126
29FCX	K07070
2AKFJ	K02601
29BZ9	K04335
2DQS7	K03571
2BNIW	K09794
2CA83	K09892
2ERZV	K03745
2DTGD	K05569
2BDGE	K12066
2FIT9	K02456
2DRN9	K02451
2B1YP	K07803
2A7RE	K18373
arCOG07806	K01992
arCOG09739	K00995
2DG12	K19048
2DNQP	K02004
2CG7H	K03963
29ITG	K15079
2E0WW	K10426
29H56	K13993
29BSI	K18759
2E2KJ	K14017
2CJ5U	K11133
28KTM	K21632
2D7QR	K18757
2BYK3	K11696
29TPB	K12386
2DV6M	K03497
2EZZF	K18475
2F0RH	K18379
2C9RT	K09888
2DUBN	K03975
2DQQI	K02459
2EG5C	K02456
arCOG07160	K14591
2EIB9	K10928
28WX3	K18924
29SI4	K02004
arCOG03008	K00971
arCOG09751	K17247
29X5E	K03497
2B1J1	K16929
2DQFB	K08927
2DNW8	K07448
28TZ3	K21493
29J43	K12963
2CHNG	K03221
2EHHB	K04053
2ENZF	K19048
2BZ99	K04056
2DRTK	K04054
2BA0D	K05337
2ESFG	K07052
2F097	K04032
2EAJ6	K19167
2FKQC	K12510
arCOG02342	K03406
arCOG05293	K06940
29M9M	K11502
2CWHJ	K19754
2EWI1	K10740
2D8D1	K17619
2F4FK	K11090
2CZHZ	K17662
2CQX8	K16535
2EMJ0	K10426
2D0KR	K14839
294DK	K03005
2E2WQ	K18732
2CSNP	K14827
2CXDT	K13205
29P99	K16487
2CHHQ	K06955
2CWIC	K19942
2D0F2	K08515
2E518	K00416
2F5T4	K01179
28SMA	K16780
2CP0T	K17781
2CPRV	K04523
28S9X	K03539
29MC6	K19679
2CJ9U	K02892
2CWIG	K17422
29PP0	K05291
2EPXF	K10847
29MCD	K19513
295P7	K13350
2CXNY	K02720
2CZSM	K02109
28WH7	K02724
29P1T	K12205
28MA1	K13052
2DKTE	K02246
2EQ4C	K07131
2DQMI	K02279
29CNV	K05747
2CWIM	K01181
29DH9	K08257
29MD4	K05747
29J1R	K10759
2EE88	K04091
2EG49	K01821
2DBT5	K03111
2DV6V	K03111
2AVBF	K05775
2EQ9W	K16929
2E455	K02241
2EIGP	K01992
arCOG10197	K06890
2DMXE	K06397
2DBNQ	K06308
2AJKR	K09004
29W5S	K03194
29NVV	K12781
2E78P	K11678
2E2AI	K10991
2EBG6	K19172
arCOG06438	K09747
arCOG06451	K04763
28WST	K04059
294DY	K15400
2EUGU	K14488
29UFX	K19748
2EVWA	K00599
2C2QA	K11446
2CKHS	K11420
2E5SB	K04062
2EFKJ	K01142
2DK9Z	K12296
2AGPB	K20341
29N1B	K05873
2CVN9	K02128
2D3P8	K01601
2D115	K03829
2CTFQ	K06035
2D1P5	K01179
2CKRS	K01171
29IWV	K05991
2ECN8	K22123
2EPHI	K21546
2CTU5	K18279
2EA8W	K07794
2934J	K03202
29JAF	K00480
2CUXQ	K05765
2D8CZ	K14530
2CRNK	K19619
2DF2A	K03636
2DDD8	K17227
2BER3	K14953
2BA37	K02078
arCOG06464	K14100
arCOG07678	K16928
arCOG09426	K16927
arCOG09700	K07052
arCOG00700	K01487
29GVH	K10868
2CREQ	K13173
2E5A0	K02914
2CZD8	K11001
2D5JG	K18187
2D5ZM	K11270
2EBY4	K20867
2D44I	K02703
2EC69	K03542
2EKZM	K20727
2E0ZG	K10745
2CPHB	K14488
2E6FD	K02928
2E524	K08908
28MKH	K09286
28KBS	K16221
2BV5R	K10569
2C4DI	K02701
2E7JA	K02696
2CZGP	K03878
2E0Q5	K08099
2EF9B	K08916
2CR37	K16287
28KCP	K18835
2CZN8	K13173
2EDDJ	K06423
2A7S7	K02241
2BG1D	K03689
2DDA2	K02697
28MNK	K00505
29WCK	K06138
arCOG06251	K01932
arCOG07842	K01884
2D40M	K19041
28ZHH	K04733
2D1K2	K14972
2E0C7	K11276
2D4UJ	K18811
2BUYZ	K08926
2BR7G	K08927
2AJNS	K04747
2E7Y5	K09260
2CJEK	K02183
2CVDN	K04730
29VQA	K08992
2BRT0	K03970
2A4PB	K02078
2965R	K00681
2BU17	K01992
2ARTB	K19000
2AIYD	K03571
2BHRC	K09910
2A4V8	K03073
2B25C	K06138
2ASA9	K02277
290AB	K15536
29Z13	K08982
2EFT9	K18997
2DGJG	K02278
2DQA7	K03618
2DEUS	K02650
2DRH9	K12070
2B272	K02673
2AJE9	K01155
2BMI4	K01155
2DQEE	K01143
2EWC2	K01992
2D4CK	K18195
2EAFV	K10398
2D43M	K05747
2CZUB	K02919
2D2MS	K02704
2CY54	K02946
2EIPF	K22038
2CZNV	K08472
2F14Q	K00568
COG3893	K16899
2AM2Q	K07027
2DUZ2	K16619
2EQI8	K05769
2CY3S	K20098
2BWRU	K05241
2E9QI	K17306
28KDD	K16220
2F6GY	K04257
2CFP2	K20647
2D8DU	K04257
2CMTA	K04245
2D40S	K06511
2F6G2	K04257
29KM1	K06712
2EB4F	K04257
29JBR	K12280
2AIKC	K17227
29PZX	K02248
29QE4	K02437
28XQA	K07473
arCOG10396	K02197
2EASS	K07466
2E9RP	K01082
2C0VS	K19369
2CPYK	K19720
291VS	K08175
29B22	K02892
2CZPG	K02153
2E4IN	K17411
2D3K3	K01652
2EUR0	K16489
29I6N	K16538
2D068	K13104
29I7Z	K15716
2CZF2	K19384
2E4N9	K18207
2D6D3	K02949
2D4AV	K02689
2CZ4W	K03537
2AQR5	K09153
2DIFD	K01992
2ANW7	K06078
29WDQ	K19123
2DKYB	K19046
2DG38	K19687
29R2W	K07032
29R1J	K20489
2DR3H	K09937
2EIVR	K12963
2DRJE	K07794
2DZGH	K03409
2DWFS	K20807
2DZE7	K02462
29EFV	K09924
2C43A	K20993
2DRN3	K12513
2DQMC	K12514
2EFCQ	K19245
2D458	K22124
2CWVI	K08646
2EE86	K09246
29DHJ	K00505
2CUC8	K07034
2EQKR	K03469
2ECY1	K01732
2D7UM	K18932
2CWSG	K01279
2FDQT	K09983
2F45U	K13287
2BQ4P	K02462
2A4YI	K02458
29Z1G	K07794
2CTY5	K15193
2C1CY	K08363
2AFTP	K20326
2DEI5	K06317
29X8X	K02078
2BHUD	K02418
2DY4H	K02078
2F6JA	K02078
2DYPD	K07451
29X90	K07727
2ADEH	K03636
2AK92	K19163
29YZX	K02423
2BUI6	K22342
2DK0W	K02285
2EFEF	K19046
2DR3P	K03619
2DF3J	K02459
2ES03	K02196
2ETUS	K07727
2DJDG	K07800
arCOG05644	K03609
arCOG10475	K07087
29SCV	K02249
2A1UD	K01992
29Z12	K08982
29WJE	K19295
28VRF	K19046
28VUS	K03602
2D56P	K03000
2D6PP	K18812
2D4VV	K09422
2DMES	K03497
294R3	K12296
29WEJ	K15051
2DJ8G	K11046
2EDYA	K08982
2E4ZC	K09624
2CWXG	K01225
29NMN	K18626
2ARZ8	K21754
2D0P2	K21955
2E9XV	K17262
2D7NE	K11886
2EXY3	K22371
2E3Z3	K17604
2E5JB	K09427
28JAV	K20225
2E7TV	K17555
2E7AR	K22453
2D0BX	K22371
2CCIX	K20002
2CY0V	K16344
2D13S	K11548
2D51H	K04570
28N03	K14963
29N5A	K01824
2D103	K13912
2CXDN	K21879
2D02F	K02911
2CXZ5	K13912
2CF2M	K01125
2EZR5	K08646
2CZJN	K18327
2D0PJ	K20822
2E4M7	K06528
29ZVA	K06138
2CYS5	K11244
2CV0E	K00463
29DU2	K15102
2DT4S	K02456
2DUZS	K21758
2DRPY	K11937
28NCC	K11031
arCOG11993	K22116
29XAX	K01992
2DM03	K03071
2DRS4	K01992
2ABHZ	K19163
2EB2H	K05747
2E9N8	K14211
2D325	K15139
28WFH	K18172
291G9	K02142
2EWIJ	K19069
2E81D	K14649
2EF8N	K05349
2CPK1	K00419
2EE1M	K17362
2E151	K17279
2D21A	K00480
2EAVE	K09184
291GU	K04627
2D2DC	K16628
2CYDR	K17796
2D1FU	K08254
arCOG12657	K09127
arCOG12658	K19141
arCOG11095	K07245
arCOG11848	K07038
2C6FZ	K12149
2DSHM	K19167
2CZIH	K20003
291MP	K14488
2D0GC	K16833
2EC39	K04121
2D423	K14488
29084	K13464
2CVA2	K09286
29IDS	K18195
2CQKE	K14516
2CRGD	K14488
2BZY8	K03006
2CR4Y	K13065
2EZ0B	K01113
28S28	K02128
arCOG04460	K08963
arCOG09617	K01486
arCOG00370	K03497
2EDVR	K07474
2D027	K12897
2EJ5J	K21994
2E51U	K03006
2CREH	K10801
2917V	K08472
2CXJC	K03006
293XE	K03221
2AJAA	K06910
2ARPV	K07803
29QCC	K03745
2FD8V	K21561
2DNPR	K02107
2CKRD	K09002
2BA71	K03091
28JBR	K20489
29FF7	K21571
2DUA6	K21572
2AF92	K00674
29XCG	K21572
2DTYT	K02009
2BNP3	K02723
2DRU6	K02643
2EQDZ	K19135
2BH0F	K19046
2DGV0	K02078
2DCSM	K01821
arCOG08119	K07093
2DTN0	K02413
2C4V3	K03098
2E6ZX	K18626
2E3YW	K12837
2DH22	K10859
2C8RJ	K18730
2E1QP	K18721
2E6ZD	K14965
2AYBF	K16192
2DJ2C	K06425
2EZ0V	K01992
2A94H	K06950
2AKWJ	K12064
29MFX	K07571
2C6FB	K13464
2EP31	K10990
2CY5Z	K09286
2EB96	K17604
2ED5W	K15397
2EC1N	K08472
2AYAV	K13130
2DGDX	K02413
2A6N9	K02462
2FIC0	K02459
2AB4F	K05571
2AB2P	K05570
2DH64	K15977
2AB1Y	K02196
2CWSI	K00667
293Z3	K03671
29MUR	K18327
2D4PE	K14285
29VPZ	K02664
2F3J0	K09043
2BHWK	K21571
2BI3F	K19165
29XEA	K21758
2BNUR	K21758
2EACD	K01507
2DI0R	K03202
2B4E9	K02642
2E2J2	K10418
2D2PD	K08907
2CYRQ	K07243
2CYNJ	K08907
2D1T4	K20844
2CYM8	K10408
2E3C6	K00417
2DQFI	K01166
2D2YB	K05349
2D17W	K13719
2D0H5	K08504
28IV4	K10352
2EYW9	K20305
2CZQR	K03794
2EVZ8	K20417
2E0UK	K19199
2BWVD	K02183
2F6T2	K19156
2ACBJ	K19687
2DPI8	K20807
2DHBH	K07172
28Z28	K08982
2DPY1	K01992
2CFZG	K09458
2DV31	K08996
2D3PI	K01184
2B6SB	K07025
2A5YU	K19169
2B2B9	K02078
2BHY6	K07068
2FHCD	K07131
2DEI9	K07584
2DR3U	K13570
2DK9R	K02654
29H07	K14669
2CZW3	K02892
29AU2	K17782
2CVSI	K10745
2E85G	K21989
29B6M	K07973
2D0CF	K20002
296K3	K14861
29AIX	K05019
29AJT	K03965
29AI0	K15326
2E9ZI	K17562
294PB	K17764
2CNVP	K17968
2E50C	K14686
29JJP	K11270
295VW	K18757
2D3DM	K14680
2C43Z	K20188
2D0I0	K14840
29JEE	K17613
2CTYU	K17412
2BVYY	K10639
298T1	K05991
2F5VU	K19024
2CTUF	K02265
29ARK	K08009
2CTW0	K18179
28RFX	K08467
2E273	K12245
29B11	K20803
2E5YM	K03938
29B96	K18188
29ARS	K20187
2CTYT	K17433
2CU04	K02919
29AGW	K08504
2CSTV	K14290
2EA9D	K08366
2CSP4	K14851
296TK	K17765
29JK1	K17422
29B89	K18182
29B83	K20399
2D0KP	K03005
29ABZ	K20641
2CSH5	K14310
2CSM9	K20190
29B1R	K18171
29AKV	K01112
2CMHA	K00845
29JEH	K08330
29JEZ	K16536
29CAA	K16578
2CU06	K13907
2CVRS	K11321
299GW	K14003
2CTAU	K05743
2CSW3	K01179
29B9M	K10881
29B7F	K00237
2EAV8	K10425
2CTVH	K00799
2CY6P	K08493
2990U	K20397
29B3Z	K17435
2E6YH	K06700
29B7Q	K00416
2CNZ6	K14530
2CTSW	K14527
2C9IX	K03952
298P7	K03504
2CTU8	K09004
2CSME	K13145
2CSHT	K14300
2CSPM	K09548
294X8	K08497
295P6	K13350
28TM5	K17805
29AAH	K13337
29BC9	K16344
29BE3	K00419
2D590	K20191
2CTYN	K11353
29B64	K17777
29B2P	K17434
29JCP	K08513
29BJF	K03359
29AUM	K10845
2E5U2	K17292
2CZWF	K07213
2EYDZ	K02983
2CJC9	K02137
2971K	K15146
2BVI8	K22139
29B12	K15152
29AEG	K15141
2E50P	K09659
29AYW	K00417
29AYN	K00418
2CRVB	K17785
29JFS	K21232
2CP66	K13130
2C7Q8	K18192
29B7S	K12456
29ABY	K13199
2CJ19	K11878
2CJ1B	K20393
29BB8	K14860
2950H	K01179
2E5QA	K18167
2E2DT	K10750
295Z9	K12140
2BMQ2	K08363
2E9F3	K16578
2E2JJ	K09158
2D4Z3	K02326
2A1HA	K02413
2BFTV	K02110
2A581	K07344
2FHV3	K02457
2B8MD	K03745
2B784	K16937
2B8DZ	K03571
2B1I2	K00943
2EEBK	K02413
2CNBJ	K19026
2E48X	K09548
2E9FM	K18463
2EWFJ	K07466
2CQV2	K14484
2CKNB	K10773
2D5XM	K19042
2CQEY	K17888
2CR46	K19861
2C2SV	K07466
2CQSC	K20869
2EX43	K07466
2D2CY	K13508
2C3EF	K16285
28X0J	K09490
29JWD	K19363
2CZS6	K17574
2D16Q	K20628
2D4YM	K02916
2E2K2	K17698
2D0HI	K07401
2EP7N	K00736
2A02U	K09748
2CPZ3	K00748
2CQ0W	K13456
2EZX3	K14488
2BXQ1	K14499
2CQE8	K13899
2904K	K13464
2CQBT	K13464
2A1HE	K19126
28WS2	K12160
2CVDH	K02704
2CQIG	K07447
2CQK7	K10143
28XDD	K09553
2CQKZ	K14488
2E96P	K22494
2CE1P	K18633
28P9B	K05535
COG4880	K14475
arCOG12696	K05570
2DSDN	K06218
2DXR0	K19159
2E9D4	K07171
2DMCA	K21572
2EXRR	K16263
29YYF	K01821
2D93V	K13217
2B0YR	K02196
2A6SY	K07803
2A6D7	K19156
2ETWA	K11982
2B684	K06199
2E4U8	K07746
2DBMP	K19126
2DTRW	K21975
2ETW0	K00424
2AW1G	K12290
2AYBY	K01545
2CHTC	K12199
2CT1N	K11426
29910	K10903
29554	K10735
29A9N	K18065
293XP	K08495
298FS	K00773
29JD0	K03861
2988W	K05293
293YF	K13971
296F9	K14827
2969T	K00913
295VM	K11279
2CYUQ	K02152
29AJ0	K08504
295MC	K10744
2CTWY	K03104
2902F	K07195
29JC6	K02943
2BY71	K10739
2BY73	K16750
29JBN	K13972
295EJ	K11279
2CKPI	K14861
2BZZ6	K15262
2CHTN	K08506
29JCA	K08513
28UJ8	K12868
2C6WS	K12947
299RY	K14822
29871	K03245
29ABX	K03123
296IE	K14860
29AR4	K08495
29JDD	K15148
2C3I7	K02830
294JC	K08339
295I0	K03133
2CTR0	K14475
2979G	K11279
2CP9I	K03469
2CE1W	K10884
2CE24	K15175
295Z3	K14290
294IK	K10874
2D0DQ	K02943
294G4	K07541
28V57	K20291
29AIY	K03858
2BZZA	K03109
2C9Q7	K12839
2989J	K05289
2CFDI	K06963
29AXI	K13973
2CCPP	K08334
29A9D	K13973
2C0I7	K03126
2985Z	K14327
2CAN5	K08489
28U1B	K14767
295VS	K11275
29APU	K14529
2BYZX	K03017
2C7RA	K15216
2CCQ0	K12386
2CVR6	K12848
2CZK7	K19720
295YJ	K05291
29ACD	K12620
292E2	K14284
29A5G	K12846
2E4YN	K21121
2CSTI	K13970
2D0RX	K11876
297F9	K15151
29A2Y	K12195
2E5DW	K14800
2CSWW	K14011
2CPKN	K00757
2978T	K10842
2CJ3R	K01527
2CT4Z	K12183
297RB	K20298
2BBX8	K18919
arCOG11156	K02078
2DCT4	K20529
2DE2R	K20528
2E8C4	K19975
2BZF3	K03530
2DX32	K04764
2DVI0	K03530
2EQSU	K20489
29VSA	K06414
2EJZI	K06327
28MP2	K19088
2C30W	K00127
2DRXF	K07275
2BVZ3	K19048
2AAJZ	K07283
28VG6	K09914
2CYAM	K17778
29M74	K13336
2A9V2	K10352
28M9K	K17552
2BX5I	K16489
2D1GJ	K20180
2968A	K17656
2CVEC	K19986
2CJGE	K18182
29B77	K17508
297YA	K13139
2D2XW	K17784
2BVG6	K01166
2E1P9	K15131
29C0P	K16743
2E1EC	K02153
2953R	K06199
2CY5P	K11275
29K71	K05535
2E6HD	K21775
2CRZR	K18195
298MA	K18626
2ATRM	K21626
2CZEZ	K07213
2CSY9	K10223
2A1CS	K18626
2C20M	K22378
2D6V1	K02942
2CNW5	K10352
296Q8	K19283
2CZKS	K02135
2CS7N	K20396
2E4EU	K14529
2CY4Z	K08501
2BRSI	K17790
2CTMN	K18635
2E22H	K15360
2D1Z7	K18260
2E0UV	K18167
2D1F7	K15015
2CBJY	K18667
2AFKV	K02990
2E19H	K10881
2CZBB	K02914
2E0SW	K02916
2CXK9	K16578
2CYU0	K10352
28KCC	K00505
2CZ6G	K04097
2CHRZ	K11363
2CRB3	K12456
2DBVU	K08507
2DZDZ	K18184
2C7RU	K03956
2BTZM	K13104
2CZ83	K15365
2CSBG	K21751
2DZDH	K16750
2D4HV	K08059
2ABR1	K17046
2906N	K15193
29GJJ	K16484
2CYS1	K12307
2BFNU	K05529
2E7TP	K02183
2CZH6	K11344
2C7AG	K16743
28NUV	K18213
2CTFR	K01732
28MXE	K10352
2EF1I	K08493
2CBVD	K03858
2CDMK	K20286
2CFQG	K15152
2CRYR	K16812
2EMXW	K10352
2D1DZ	K20493
28I6B	K01732
2CB04	K15151
2EJMC	K03952
2CTBU	K01732
28KWF	K15135
2D8Q6	K04370
2CY4U	K00505
2CXK7	K21806
29IPJ	K20824
2EAX0	K08880
2E0X5	K16801
2CBYK	K10352
2B16G	K04523
2ET4D	K19675
2CVFF	K20804
2B0V9	K10750
2CXID	K16056
2BVPH	K06170
2D318	K00799
2D2UR	K00799
2D3Y2	K17550
2DB01	K00236
28T58	K05535
2CXZP	K21956
2AZRS	K13344
2CYTJ	K18576
28KR1	K18626
28PRP	K20477
2D356	K15203
2C9C7	K18626
2CUNV	K15015
29F16	K20478
2D39W	K10666
2E2SN	K05750
2CUK3	K06085
28NGI	K14800
2D3XZ	K09252
2E3MY	K07973
2ANIR	K14839
2948P	K18576
2CSBH	K18576
2D26Q	K05535
2CSSA	K05535
29IMV	K12384
2D0W8	K13728
2D0TR	K14303
29IQP	K05535
2CVFU	K05535
28Q3P	K05535
2EFGD	K05535
2DYTY	K05535
2C9GF	K13528
2CY4H	K10419
2D31I	K17500
2DA8C	K12593
2EEFI	K15015
2CSNT	K15015
29NZR	K03245
2ENJB	K19307
2CXVC	K14851
2EA1T	K19384
2E19W	K11567
2DNQY	K22384
2D2RR	K08059
2EA2Z	K20478
2CZQK	K03794
2CVEJ	K00505
2CVG8	K17604
2DGCF	K03571
2E0RX	K02004
2DYA3	K14628
2EPW1	K04100
2DFBI	K03771
2DHVB	K14954
2DSW1	K07794
29XJE	K05593
2EJYF	K07339
2AZ3U	K03571
29R7T	K02277
2DS8G	K02110
2EVJX	K06440
29KZE	K18640
29XJS	K06297
2DQ81	K08982
29RGJ	K11937
2DYNF	K08972
arCOG08967	K16899
2ECWR	K07027
2BKZ5	K07171
2BYAQ	K02116
2DP8I	K21572
2DGAM	K19048
2CZU6	K17888
2CS43	K02142
290K5	K11696
2CSY0	K02143
2CS8W	K11363
29ISH	K20475
297X9	K15146
2EAEU	K02608
29ISK	K15218
29ISN	K20042
29JR9	K08254
29CBY	K17415
2D0QE	K03024
2CVGX	K20824
2CKRG	K15138
arCOG07844	K06200
28WTU	K02253
2993G	K20920
2C831	K21232
2EI94	K07034
2EBHC	K07034
2CSBQ	K11557
2EPU1	K18712
2ER2D	K22259
2D7ES	K14530
293R8	K21156
2EM94	K17660
2BX4A	K01178
29ITF	K22494
29GYV	K11582
2BSRW	K06658
2CVH4	K14845
29HTF	K20477
28NSX	K14686
291E1	K11573
29HTP	K14024
2FJIK	K11117
2BGNN	K05749
2E5PD	K12576
2CE50	K12764
2EJM9	K11120
2D8GZ	K13122
29ITN	K00569
298B5	K11363
29HAA	K13122
2E85A	K11242
2CCQN	K12871
29ZZA	K02744
2BMHR	K03210
29ZIW	K01992
2BNSF	K02702
2DU4D	K19046
2DCBZ	K08084
2A1IQ	K21817
2AW7K	K21919
2DMGZ	K07726
28KCI	K16926
2DBS5	K01992
2BIEX	K19137
2D5JW	K12881
2CVIH	K07005
2ACHX	K19046
2DRW0	K09951
2AF4S	K02196
2D1FB	K09246
2E5CB	K03540
2D7SZ	K09246
2EMNS	K21919
2CTRY	K17623
2CZFB	K03004
2B6EE	K01992
2BMHX	K03892
2DCZ6	K02483
2B8GC	K03646
2EGU8	K01181
2DZZ0	K11595
2BZTA	K20828
2D766	K18633
2EEMI	K00480
2CVM5	K01279
2DNVW	K09153
2AJNK	K01992
29TQ8	K06383
2DM9R	K01992
2BKFW	K01992
2DTXX	K03573
2DQ4H	K02278
2DMG4	K01992
294PG	K03558
2DPNG	K01992
28KEC	K07991
2C85K	K02664
2AAZ5	K03179
2EP66	K03060
arCOG15061	K00340
293D9	K02143
2DDJN	K11310
28VI5	K04627
2FJ7N	K03504
29J2Q	K09117
2E53R	K14324
2CNBN	K18706
2FJB5	K17787
2C309	K02895
2CZ47	K09780
2E96X	K02272
2AF7T	K14744
29ZW6	K18922
2DSX4	K03646
2AUUF	K19048
arCOG11790	K03797
2DW97	K16937
2EQW3	K01992
2EJ6T	K04758
2AEGY	K03116
2EJIC	K02277
2DX1R	K18475
2CYYM	K17805
2E4WZ	K11569
2ANJX	K10747
294JN	K15025
2D7NF	K20824
294EZ	K13174
2E0VZ	K02892
28VPT	K20316
2CSVV	K10845
2CVMN	K17841
2CSVZ	K18187
2C7T8	K03012
2CUUA	K03352
2CKSH	K18626
2C3N4	K17362
29J3E	K17776
2E98U	K03858
2D0EX	K02520
2EH59	K02241
2DXRJ	K02597
29IFB	K07000
2BTWM	K02413
2C6HD	K13653
2ABDP	K02570
29XBE	K19046
2B3Z3	K09892
2ARMA	K06204
2F4T7	K07178
2APGD	K05826
2ASAK	K02277
2EQHK	K03571
2ANFT	K12510
2BBI5	K05896
2ASE6	K03536
28ZV9	K01992
29B1X	K03602
2E1RQ	K03048
2AHUD	K05952
2AID0	K02458
2AJHS	K04063
2EV3G	K08970
2AI1R	K07236
2AMR4	K07237
2BRMP	K02241
2E8HM	K01574
29198	K08982
2975A	K02272
2D00K	K10862
29491	K21848
2E1QY	K14169
2DJE0	K17788
2CZFF	K18167
2E29U	K14530
2D6I6	K15901
2ADFR	K18015
2DI8V	K14744
2ADUK	K14744
29YDW	K02403
2CFTS	K02402
2AY8J	K13287
2B19P	K13285
2AYBA	K21964
2F952	K18338
29J5D	K22485
296GP	K14862
2CZ52	K02520
2E8KX	K17867
29AUQ	K11344
2CS1A	K18184
2CVND	K15193
29489	K14522
2EW4A	K19787
2C3JP	K11236
2CPAE	K10686
2C2N6	K13336
29V9R	K11559
2DQC2	K02415
28SPP	K12594
2EHNS	K08254
2EI3U	K03006
2CKT5	K13171
2D5T1	K20876
2BZ0V	K18626
2E2BH	K14804
296IC	K11664
2F0YV	K21121
2DZTK	K17552
291R2	K21850
2D2YX	K21543
2D10P	K09326
2CF9U	K19719
2CKSZ	K17801
2E8IS	K21871
2EG91	K19720
2CPR2	K02269
28U4F	K05747
2CSHS	K11295
294SH	K02272
2EPIY	K21232
29J7M	K18626
2D5K0	K07034
2E733	K18626
2CRJM	K05747
2EXB1	K17888
29MSI	K11975
28T4D	K03060
29V1K	K01992
2F2W0	K19090
29USI	K06425
29UW6	K01992
2CCD4	K06297
2BDZC	K06425
2AFHF	K11046
2BHWV	K16623
2DDP3	K07727
2DBQV	K06908
2DGD7	K02107
2DP3G	K19048
2DUYM	K01992
2FG0R	K04062
2DXZ0	K07171
29TJX	K06304
2BD1R	K01573
28RYI	K08992
2AQ82	K03617
2AMU2	K02241
2AEDM	K03559
2AMZQ	K02435
2BFGW	K07726
2BKGI	K19303
29XQN	K01091
2A6Z8	K19137
2DP7P	K16926
2DQJD	K20528
2C6E7	K20529
2F44C	K20266
2927Q	K02246
2EJHX	K13730
29418	K19613
2EICX	K15032
2AS7M	K02004
2DSC7	K11045
2AUV0	K19048
2AUUQ	K12148
2DQAG	K21975
29H42	K05747
29DPB	K00737
2D396	K13348
29EAC	K19564
29IZN	K01824
29FW2	K03574
296GS	K11568
2CSDK	K10881
2EB98	K00077
2AJ6G	K01174
29WBX	K07448
2D2GG	K08915
2EK8R	K01609
2CPYM	K14323
2EZ94	K17784
2CV9C	K11390
28WHE	K20478
2ESQN	K21806
28U2G	K17108
28N5A	K18668
2CYS8	K21806
2F15H	K21804
2EIA5	K01177
2E9S2	K02520
2D6G1	K10297
2D4WM	K08914
2DX4Z	K07027
2EEV7	K03227
2DGNT	K02248
2B0TY	K18957
2ASX2	K18958
2A73B	K07723
2C3HK	K07723
2EDZ2	K09958
2AJB3	K19048
2F19H	K01992
2DEQW	K15754
arCOG04267	K07460
arCOG13278	K06903
28HBU	K02116
2DZ6H	K03789
2DZ68	K02200
29JTW	K02398
29KBR	K01356
2AZM7	K18171
28NTF	K01973
2D4MY	K13673
28NB2	K13666
2DZU2	K02260
292S2	K19400
2AD1C	K01520
2DX0E	K08506
2BZ10	K12870
2C9PQ	K17553
2CXJ6	K17795
29KPV	K22406
2BW6Q	K19323
2E1VY	K11663
2E4S6	K02903
2AZCX	K14169
2FJ94	K19399
2CZF1	K09658
2CGKH	K10732
2FIX6	K16459
28PUJ	K13666
2CKUN	K16462
2DW5H	K16742
28PZV	K08506
2D3M1	K08496
2D196	K06133
28JCK	K14782
29SJI	K21842
2BP6X	K08506
2E467	K08499
29GCY	K02267
2E7HU	K22066
2E2VM	K17778
2EM82	K12817
2BC6P	K07573
2E1UP	K18666
2BX4X	K20304
2EIJW	K13672
2E3IB	K08504
2EBWA	K12180
298B8	K02892
2DDS6	K12627
2C4XF	K03245
2BWWH	K21848
2EFUU	K19033
2A130	K08498
2D83S	K12876
2CVQV	K10736
2BMK2	K14800
2C6ZU	K14284
2ECBT	K15382
2C3I0	K15708
2BXXR	K06875
2CXQP	K16462
2E1WR	K08504
2E2AK	K20318
28N80	K05955
28PFK	K06678
29Z8K	K02838
2AASB	K01611
2ACMH	K03524
2CZ1F	K00416
2CXGN	K01462
2928Y	K02321
2DVE1	K15028
2AY6Z	K14306
2D2RI	K18065
2C08B	K20368
2AEUV	K16801
2BQFY	K20359
29PY6	K17655
2EIYI	K06170
2C1PB	K18158
2D1DU	K20195
2ECFN	K03469
28V89	K19385
2E2NF	K15902
2E203	K01304
2DEWI	K03248
2CBUI	K09009
2D8RD	K17580
2FKTU	K16780
28JWU	K00417
2CCT8	K06691
2E0PF	K15171
2D9ZH	K12832
28RX6	K16487
2BXCS	K18762
2E4II	K14822
29DN3	K17655
2ADHX	K12189
2ECY6	K20290
2E2CN	K02905
2C6VK	K08486
2BXEF	K20178
2CJSE	K14860
29QYZ	K03088
29JAS	K03358
2E2X8	K20824
2BZFD	K01768
2CVQS	K18626
2CRIQ	K01802
2AYZS	K14015
2D1IV	K01917
2C4MG	K17263
28RSZ	K05357
299EE	K17600
28MR8	K03293
2CWV1	K19619
2F9AW	K08504
2CUR5	K16489
2E9KW	K01417
2CWV9	K12668
2CVJP	K11566
2EPK8	K18694
2AM6P	K01185
2CWUZ	K09043
29N1K	K15296
2D6UD	K01279
29N0Z	K15303
