,bin_names,K00626,K01848,K01849,K01964,K05606,K14465,K14466,K14534,K15016,K15018,K15019,K15020,K15036,K15037,K15038,K15039,mOTU,gtdbtk_classif_r207,percent_completion
270,bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3a_bin-111,1,1,1,0,1,1,0,0,1,0,1,1,0,0,0,1,COMPLETE-SET-AND-BULK_mOTU_244,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA9659;s__UBA9659 sp018665025,70.4225352112676
271,SRR9019640.15,1,1,1,0,1,1,0,1,1,0,1,1,1,0,0,0,COMPLETE-SET-AND-BULK_mOTU_324,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__TK06;g__UBA9040;s__UBA9040 sp905182565,98.59154929577464
272,SRR9019639.68,0,1,1,0,0,1,0,0,1,0,1,1,1,0,1,1,COMPLETE-SET-AND-BULK_mOTU_179,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Planktomarina;s__Planktomarina sp017856985,97.1830985915493
273,SRR5819240.5,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,COMPLETE-SET-AND-BULK_mOTU_163,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA3495;f__UBA3495;g__UBA9611;s__,78.8732394366197
274,bulkbins-MOSAIC-MIME-BINNING-31_bin-055,0,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,COMPLETE-SET-AND-BULK_mOTU_253,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__GCA-002712045;s__GCA-002712045 sp905182165,76.05633802816901
275,bulkbins-MOSAIC-MIME-BINNING-3103_bin-35,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,0,COMPLETE-SET-AND-BULK_mOTU_770,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Porticoccaceae;g__HTCC2207;s__HTCC2207 sp905181925,100.0
276,bulkbins-MOSAIC-MIME-BINNING-2903_bin-128,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,COMPLETE-SET-AND-BULK_mOTU_265,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__GCA-2697345;s__GCA-2697345 sp905181985,70.4225352112676
277,bulkbins-MOSAIC-MIME-BINNING-31_bin-024,1,0,1,0,1,1,1,0,1,0,1,1,0,0,1,0,COMPLETE-SET-AND-BULK_mOTU_146,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ga0077536;f__Ga0077536;g__UBA4457;s__UBA4457 sp002390205,71.83098591549296
278,bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-353,1,1,1,0,1,1,0,0,1,0,1,1,1,0,0,0,COMPLETE-SET-AND-BULK_mOTU_770,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Porticoccaceae;g__HTCC2207;s__HTCC2207 sp905181925,73.23943661971829
279,bulkbins-ODEN-2013-BINNING-medium-13_bin-1286,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,COMPLETE-SET-AND-BULK_mOTU_606,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Methylophilaceae;g__BACL14;s__BACL14 sp905182075,1e-05
280,SRR11563580.160,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,0,COMPLETE-SET-AND-BULK_mOTU_172,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__TK06;g__UBA2110;s__UBA2110 sp012960315,95.77464788732394
281,bulkbins-MOSAIC-MIME-BINNING-903_bin-047,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,0,COMPLETE-SET-AND-BULK_mOTU_758,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales_B;f__MED-G09;g__MED-G09;s__MED-G09 sp905182015,100.0
282,MOSAIC-MIME-BINNING-3_bin-077,1,0,1,0,1,1,0,1,1,0,1,1,1,0,1,0,COMPLETE-SET-AND-BULK_mOTU_292,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__TK06;g__UBA2110;s__UBA2110 sp002331465,92.95774647887325
283,ERR4691695.31,0,0,0,0,1,1,0,0,1,0,1,1,1,0,1,1,COMPLETE-SET-AND-BULK_mOTU_179,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Planktomarina;s__Planktomarina sp017856985,36.619718309859145
284,ERR4691694.4,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,COMPLETE-SET-AND-BULK_mOTU_099,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA9926;s__UBA9926 sp905182155,66.19718309859155
285,ERR5005971.29,1,0,0,0,1,1,1,1,0,0,1,1,0,0,1,0,COMPLETE-SET-AND-BULK_mOTU_368,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA3495;f__UBA3495;g__UBA9611;s__UBA9611 sp012959605,49.29577464788731
286,bulkbins-ODEN-2013-BINNING-medium-4_bin-0911,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,COMPLETE-SET-AND-BULK_mOTU_381,,1e-05
287,bulkbins-ODEN-2013-BINNING-medium-COASS_bin-8865,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,COMPLETE-SET-AND-BULK_mOTU_815,,1e-05
288,MOSAIC-MIME-BINNING-2303_bin-034,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,0,COMPLETE-SET-AND-BULK_mOTU_154,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Rhodococcus_B;s__Rhodococcus_B sp001942265,98.59154929577464
289,SRR5819239.149,1,0,1,0,1,1,1,1,0,0,1,1,1,0,1,0,COMPLETE-SET-AND-BULK_mOTU_163,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA3495;f__UBA3495;g__UBA9611;s__,81.69014084507042
290,bulkbins-MOSAIC-MIME-BINNING-2403_bin-042,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,COMPLETE-SET-AND-BULK_mOTU_352,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA1151;f__TMED-70;g__TMED-70;s__,76.05633802816901
291,SRR9020461.60,0,1,0,0,1,1,1,1,0,0,1,1,0,0,1,0,COMPLETE-SET-AND-BULK_mOTU_368,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA3495;f__UBA3495;g__UBA9611;s__UBA9611 sp012959605,59.15492957746479
292,bulkbins-MOSAIC-MIME-BINNING-1603_bin-072,1,0,1,0,1,1,1,0,1,0,1,1,0,0,1,0,COMPLETE-SET-AND-BULK_mOTU_146,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ga0077536;f__Ga0077536;g__UBA4457;s__UBA4457 sp002390205,80.28169014084506
293,SRR9019641.80,1,0,1,0,1,1,0,1,1,0,1,1,1,0,1,0,COMPLETE-SET-AND-BULK_mOTU_292,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__TK06;g__UBA2110;s__UBA2110 sp002331465,92.95774647887325
294,bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3a_bin-471,1,0,1,1,1,1,0,0,1,0,1,1,1,0,0,0,COMPLETE-SET-AND-BULK_mOTU_902,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Arenicellales;f__UBA868;g__UBA11791;s__,66.19718309859155
295,bulkbins-MOSAIC-MIME-BINNING-1703_bin-036,0,0,1,0,0,1,0,0,1,0,1,1,1,0,1,0,COMPLETE-SET-AND-BULK_mOTU_508,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Planktomarina;s__Planktomarina sp905182535,1e-05
296,bulkbins-MOSAIC-MIME-BINNING-25_bin-38,0,1,1,0,0,1,0,0,1,0,1,1,1,0,1,1,COMPLETE-SET-AND-BULK_mOTU_426,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Nanopelagicales;f__S36-B12;g__UBA4592;s__UBA4592 sp905181745,69.01408450704226
297,bulkbins-MOSAIC-MIME-BINNING-1903_bin-013,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,COMPLETE-SET-AND-BULK_mOTU_265,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__GCA-2697345;s__GCA-2697345 sp905181985,85.91549295774648
298,bulkbins-MOSAIC-MIME-BINNING-45_bin-57,0,1,1,0,1,1,0,1,1,0,1,1,1,0,1,0,COMPLETE-SET-AND-BULK_mOTU_732,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__SAR202;f__UBA11138;g__Casp-Chloro-G4;s__,81.69014084507042
299,bulkbins-MOSAIC-MIME-BINNING-3003_bin-38,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,COMPLETE-SET-AND-BULK_mOTU_475,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Planktomarina;s__Planktomarina sp905182455,42.25352112676056
300,bulkbins-MOSAIC-MIME-BINNING-3_bin-018,0,1,1,0,1,1,0,1,1,0,1,1,1,0,1,0,COMPLETE-SET-AND-BULK_mOTU_732,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__SAR202;f__UBA11138;g__Casp-Chloro-G4;s__,92.95774647887325
301,ERR594289.2,1,0,1,0,1,1,0,1,1,0,1,1,1,0,0,0,COMPLETE-SET-AND-BULK_mOTU_136,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Arenicellales;f__UBA868;g__REDSEA-S09-B13;s__REDSEA-S09-B13 sp002456995,83.09859154929578
302,SRR5262292.6,1,1,1,0,1,1,0,0,1,0,1,1,1,0,1,0,COMPLETE-SET-AND-BULK_mOTU_419,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__MedAcidi-G1;g__UBA9410;s__,90.14084507042251
303,bulkbins-ODEN-2013-BINNING-all-COASS_bin-07484,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,COMPLETE-SET-AND-BULK_mOTU_098,,1e-05
304,bulkbins-MOSAIC-MIME-BINNING-2903_bin-156,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,COMPLETE-SET-AND-BULK_mOTU_483,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__MGIII;f__CG-Epi1;g__CG-Epi1;s__,1e-05
305,bulkbins-MOSAIC-MIME-BINNING-1703_bin-139,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,COMPLETE-SET-AND-BULK_mOTU_426,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Nanopelagicales;f__S36-B12;g__UBA4592;s__UBA4592 sp905181745,57.74647887323944
306,ERR3589578.63,0,1,1,0,0,1,0,0,1,0,1,1,1,0,0,0,COMPLETE-SET-AND-BULK_mOTU_835,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Planktomarina;s__Planktomarina sp905182535,22.53521126760563
307,bulkbins-MOSAIC-MIME-BINNING-3303_bin-46,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,COMPLETE-SET-AND-BULK_mOTU_253,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__GCA-2697345;s__,97.1830985915493
308,bulkbins-ODEN-2013-BINNING-medium-13_bin-1226,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,COMPLETE-SET-AND-BULK_mOTU_475,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Planktomarina;s__Planktomarina sp905182455,57.74647887323944
309,SRR5976592.26,0,1,1,0,0,1,0,0,1,0,1,1,1,0,1,1,COMPLETE-SET-AND-BULK_mOTU_179,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Planktomarina;s__Planktomarina sp017856985,91.54929577464787
310,SRR8436651.25,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,0,COMPLETE-SET-AND-BULK_mOTU_172,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__TK06;g__UBA2110;s__UBA2110 sp012960315,80.28169014084506
311,bulkbins-MOSAIC-MIME-BINNING-2603_bin-063,1,1,1,0,1,1,0,0,1,0,1,1,0,0,0,1,COMPLETE-SET-AND-BULK_mOTU_244,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA9659;s__UBA9659 sp018665025,85.91549295774648
312,MOSAIC-MIME-BINNING-903_bin-013,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,COMPLETE-SET-AND-BULK_mOTU_402,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA8366;f__GCA-2717185;g__JABJJH01;s__,38.02816901408449
313,MOSAIC-MIME-BINNING-ClusterAss-1_bin-532,1,0,0,0,1,1,0,1,1,0,1,1,0,0,1,1,COMPLETE-SET-AND-BULK_mOTU_538,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SP197;f__SP197;g__SP197;s__,33.80281690140845
314,bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3b_bin-057,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,COMPLETE-SET-AND-BULK_mOTU_261,,1e-05
315,bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3b_bin-124,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,COMPLETE-SET-AND-BULK_mOTU_815,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Polaromonas;s__,92.95774647887325
316,ERR599008.49,1,0,1,0,1,1,0,1,1,0,1,1,0,0,1,1,COMPLETE-SET-AND-BULK_mOTU_875,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA828;f__UBA828;g__PTKB01;s__,74.64788732394365
317,bulkbins-MOSAIC-MIME-BINNING-2803_bin-001,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,COMPLETE-SET-AND-BULK_mOTU_335,d__Bacteria;p__Marinisomatota;c__Marinisomatia;o__Marinisomatales;f__UBA1611;g__;s__,66.19718309859155
318,ERR868495.42,1,1,1,0,1,1,0,0,1,0,1,1,0,0,1,1,COMPLETE-SET-AND-BULK_mOTU_795,d__Bacteria;p__Myxococcota_A;c__UBA9160;o__UBA9160;f__UBA4427;g__JAZXM01;s__,92.95774647887325
319,bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3a_bin-431,0,1,1,0,1,1,0,0,1,0,1,1,1,0,1,1,COMPLETE-SET-AND-BULK_mOTU_788,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__;s__,90.14084507042251
320,bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-985,1,1,1,0,1,1,0,0,1,0,1,1,1,0,0,0,COMPLETE-SET-AND-BULK_mOTU_902,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Arenicellales;f__UBA868;g__UBA11791;s__,26.76056338028169
321,bulkbins-MOSAIC-MIME-BINNING-1203_bin-073,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,COMPLETE-SET-AND-BULK_mOTU_024,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__SP4260;s__SP4260 sp905182415,1e-05
322,SRR9019762.130,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,COMPLETE-SET-AND-BULK_mOTU_319,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__CADEGL01;f__CADEGL01;g__JABIRQ01;s__,92.95774647887325
323,bulkbins-MOSAIC-MIME-BINNING-3403_bin-70,1,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,COMPLETE-SET-AND-BULK_mOTU_261,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA3495;f__UBA3495;g__UBA9611;s__UBA9611 sp012959605,67.6056338028169
324,bulkbins-MOSAIC-MIME-BINNING-703_bin-040,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,COMPLETE-SET-AND-BULK_mOTU_397,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Planktomarina;s__,30.985915492957748
325,bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3a_bin-047,0,1,1,0,1,1,0,0,1,0,1,1,0,0,0,0,COMPLETE-SET-AND-BULK_mOTU_535,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__UBA10347;g__UBA10347;s__,1e-05
326,MOSAIC-MIME-BINNING-2303_bin-107,0,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,COMPLETE-SET-AND-BULK_mOTU_174,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Dermatophilaceae;g__Phycicoccus_A;s__,67.6056338028169
327,bulkbins-MOSAIC-MIME-BINNING-1203_bin-103,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,COMPLETE-SET-AND-BULK_mOTU_038,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA4582;s__UBA4582 sp905182025,1e-05
328,bulkbins-MOSAIC-MIME-BINNING-1503_bin-021,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,COMPLETE-SET-AND-BULK_mOTU_043,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA4486;f__UBA4486;g__UBA7359;s__UBA7359 sp905182825,78.8732394366197
329,MOSAIC-MIME-BINNING-31_bin-054,1,0,0,0,1,1,0,0,1,0,1,1,0,1,1,1,COMPLETE-SET-AND-BULK_mOTU_088,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA4582;s__UBA4582 sp905182025,97.1830985915493
330,SRR11658663.37,1,1,0,0,1,1,1,1,0,0,1,1,1,0,1,0,COMPLETE-SET-AND-BULK_mOTU_368,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA3495;f__UBA3495;g__UBA9611;s__UBA9611 sp012959605,47.88732394366197
331,bulkbins-MOSAIC-MIME-BINNING-803_bin-65,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,0,COMPLETE-SET-AND-BULK_mOTU_840,,100.0
332,SRR9039920.81,1,0,1,0,1,1,0,1,1,0,1,1,1,0,1,0,COMPLETE-SET-AND-BULK_mOTU_292,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__TK06;g__UBA2110;s__UBA2110 sp002331465,92.95774647887325
333,bulkbins-MOSAIC-MIME-BINNING-2003_bin-012,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,COMPLETE-SET-AND-BULK_mOTU_397,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Planktomarina;s__Planktomarina sp905182325,26.76056338028169
334,bulkbins-MOSAIC-MIME-BINNING-31_bin-047,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,COMPLETE-SET-AND-BULK_mOTU_265,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__GCA-2697345;s__GCA-2697345 sp905181985,88.73239436619718
335,bulkbins-MOSAIC-MIME-BINNING-2903_bin-102,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,COMPLETE-SET-AND-BULK_mOTU_244,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA9659;s__,1e-05
336,ERR594302.4,1,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,COMPLETE-SET-AND-BULK_mOTU_136,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Arenicellales;f__UBA868;g__REDSEA-S09-B13;s__REDSEA-S09-B13 sp002456995,52.11267605633803
337,ERR3589554.46,1,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,COMPLETE-SET-AND-BULK_mOTU_088,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA4582;s__UBA4582 sp905182025,28.169014084507047
338,bulkbins-MOSAIC-MIME-BINNING-31_bin-103,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,COMPLETE-SET-AND-BULK_mOTU_508,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Planktomarina;s__Planktomarina sp905182535,1e-05
339,bulkbins-MOSAIC-MIME-BINNING-2703_bin-09,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,0,COMPLETE-SET-AND-BULK_mOTU_816,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Rhodococcus_B;s__Rhodococcus_B sp001942265,98.59154929577464
340,SRR8436652.15,1,1,0,0,1,1,1,1,0,0,1,1,0,1,1,0,COMPLETE-SET-AND-BULK_mOTU_733,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA3495;f__UBA3495;g__UBA9611;s__UBA9611 sp009392075,33.80281690140845
341,bulkbins-MOSAIC-MIME-BINNING-2903_bin-015,0,0,0,0,1,0,0,1,1,0,1,1,0,1,0,0,COMPLETE-SET-AND-BULK_mOTU_891,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__HK1;f__HK1;g__;s__,1e-05
342,ERR4918863.46,1,1,1,0,0,1,1,0,1,0,1,1,1,0,1,0,COMPLETE-SET-AND-BULK_mOTU_809,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Octadecabacter;s__Octadecabacter arcticus,100.0
343,bulkbins-ODEN-2013-BINNING-medium-4_bin-0767,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,COMPLETE-SET-AND-BULK_mOTU_024,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__SP4260;s__SP4260 sp905182415,83.09859154929578
344,bulkbins-MOSAIC-MIME-BINNING-703_bin-083,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,COMPLETE-SET-AND-BULK_mOTU_426,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Nanopelagicales;f__S36-B12;g__UBA4592;s__UBA4592 sp905181745,81.69014084507042
345,SRR13153544.19,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,COMPLETE-SET-AND-BULK_mOTU_099,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA9926;s__UBA9926 sp905182155,85.91549295774648
346,bulkbins-MOSAIC-MIME-BINNING-45_bin-48,1,0,1,0,1,1,0,1,1,0,1,1,0,0,0,1,COMPLETE-SET-AND-BULK_mOTU_798,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Arenicellales;f__UBA868;g__REDSEA-S09-B13;s__REDSEA-S09-B13 sp002456995,94.3661971830986
347,bulkbins-MOSAIC-MIME-BINNING-2103_bin-053,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,COMPLETE-SET-AND-BULK_mOTU_352,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA1151;f__TMED-70;g__TMED-70;s__,83.09859154929578
348,ERR4918858.103,1,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,COMPLETE-SET-AND-BULK_mOTU_324,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__TK06;g__UBA9040;s__UBA9040 sp905182565,42.25352112676056
349,bulkbins-MOSAIC-MIME-BINNING-2903_bin-098,1,1,0,0,1,1,0,1,0,0,1,1,1,0,1,0,COMPLETE-SET-AND-BULK_mOTU_261,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA3495;f__UBA3495;g__UBA9611;s__UBA9611 sp012959605,53.52112676056338
350,bulkbins-MOSAIC-MIME-BINNING-3403_bin-03,1,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,COMPLETE-SET-AND-BULK_mOTU_798,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Arenicellales;f__UBA868;g__REDSEA-S09-B13;s__REDSEA-S09-B13 sp002456995,95.77464788732394
351,bulkbins-MOSAIC-MIME-BINNING-3103_bin-42,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1,COMPLETE-SET-AND-BULK_mOTU_397,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Planktomarina;s__Planktomarina sp905182325,85.91549295774648
352,bulkbins-MOSAIC-MIME-BINNING-1703_bin-089,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,0,COMPLETE-SET-AND-BULK_mOTU_758,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales_B;f__MED-G09;g__MED-G09;s__MED-G09 sp905182015,100.0
353,MOSAIC-MIME-BINNING-2803_bin-028,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,0,COMPLETE-SET-AND-BULK_mOTU_154,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Rhodococcus_B;s__Rhodococcus_B sp001942265,98.59154929577464
354,bulkbins-ODEN-2013-BINNING-COASS_bin-5407,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,COMPLETE-SET-AND-BULK_mOTU_426,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Nanopelagicales;f__S36-B12;g__UBA4592;s__UBA4592 sp905181745,80.28169014084506
355,SRR9020461.85,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,COMPLETE-SET-AND-BULK_mOTU_089,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA6615;f__UBA6615;g__UBA6615;s__,66.19718309859155
356,SRR10912826.10,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,0,COMPLETE-SET-AND-BULK_mOTU_448,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Spongiibacteraceae;g__Marortus;s__Marortus luteolus,94.3661971830986
357,bulkbins-MOSAIC-MIME-BINNING-25_bin-02,1,0,1,0,1,1,1,0,1,0,1,1,0,0,1,0,COMPLETE-SET-AND-BULK_mOTU_146,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ga0077536;f__Ga0077536;g__UBA4457;s__UBA4457 sp002390205,49.29577464788731
358,ERR599008.56,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,0,COMPLETE-SET-AND-BULK_mOTU_735,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Porticoccaceae;g__HTCC2207;s__HTCC2207 sp002313335,97.1830985915493
