,bin_names,K00024,K00169,K00170,K00171,K00172,K00239,K00240,K00241,K00626,K01007,K01595,K01677,K01678,K01902,K01903,K14465,K14467,K14534,K15016,K15038,mOTU,gtdbtk_classif_r207,percent_completion
256,bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3b_bin-325,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,COMPLETE-SET-AND-BULK_mOTU_364,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Sulfitobacter;s__Sulfitobacter pontiacus,95.77464788732394
257,bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3a_bin-611,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,COMPLETE-SET-AND-BULK_mOTU_352,,100.0
258,ERR4691695.54,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,1,COMPLETE-SET-AND-BULK_mOTU_099,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA9926;s__UBA9926 sp905182155,100.0
259,bulkbins-MOSAIC-MIME-BINNING-3_bin-058,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,1,COMPLETE-SET-AND-BULK_mOTU_378,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA11654;f__UBA11654;g__CACPJA01;s__,98.59154929577464
260,bulkbins-ODEN-2013-BINNING-COASS_bin-8486,0,0,0,1,0,1,1,1,1,1,1,0,0,0,1,0,1,0,1,1,COMPLETE-SET-AND-BULK_mOTU_627,,98.59154929577464
261,SRR10912870.21,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,COMPLETE-SET-AND-BULK_mOTU_136,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Arenicellales;f__UBA868;g__REDSEA-S09-B13;s__REDSEA-S09-B13 sp002456995,54.92957746478874
262,bulkbins-MOSAIC-MIME-BINNING-1203_bin-097,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,COMPLETE-SET-AND-BULK_mOTU_253,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__GCA-002712045;s__GCA-002712045 sp905182165,88.73239436619718
263,ODEN-2013-BINNING-all-COASS_bin-04757,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,COMPLETE-SET-AND-BULK_mOTU_099,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA9926;s__UBA9926 sp905182155,90.14084507042251
264,bulkbins-MOSAIC-MIME-BINNING-3003_bin-41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,COMPLETE-SET-AND-BULK_mOTU_253,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__GCA-002712045;s__GCA-002712045 sp905182165,81.69014084507042
265,MOSAIC-MIME-BINNING-2103_bin-017,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,COMPLETE-SET-AND-BULK_mOTU_324,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__TK06;g__UBA9040;s__UBA9040 sp905182565,98.59154929577464
266,SRR11658663.22,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,COMPLETE-SET-AND-BULK_mOTU_136,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Arenicellales;f__UBA868;g__REDSEA-S09-B13;s__REDSEA-S09-B13 sp002456995,81.69014084507042
267,bulkbins-ODEN-2013-BINNING-COASS_bin-5382,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,COMPLETE-SET-AND-BULK_mOTU_758,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales_B;f__MED-G09;g__MED-G09;s__MED-G09 sp905182015,78.8732394366197
268,MOSAIC-MIME-BINNING-3103_bin-39,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,COMPLETE-SET-AND-BULK_mOTU_324,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__TK06;g__UBA9040;s__UBA9040 sp905182565,47.88732394366197
269,bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-748,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,COMPLETE-SET-AND-BULK_mOTU_364,,1e-05
270,bulkbins-MOSAIC-MIME-BINNING-1103_bin-33,1,0,1,1,0,0,1,1,0,1,1,1,1,0,1,1,1,0,1,1,COMPLETE-SET-AND-BULK_mOTU_840,,100.0
271,MOSAIC-MIME-BINNING-ClusterAss-2_bin-413,0,0,1,1,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,COMPLETE-SET-AND-BULK_mOTU_453,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA2966;f__UBA2966;g__UBA2966;s__,49.29577464788731
272,MOSAIC-MIME-BINNING-ClusterAss-3a_bin-139,1,1,1,0,1,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,COMPLETE-SET-AND-BULK_mOTU_866,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Dietzia;s__,67.6056338028169
273,bulkbins-ODEN-2013-BINNING-all-COASS_bin-03988,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,COMPLETE-SET-AND-BULK_mOTU_253,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__GCA-002712045;s__GCA-002712045 sp905182165,22.53521126760563
274,bulkbins-MOSAIC-MIME-BINNING-1103_bin-83,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,COMPLETE-SET-AND-BULK_mOTU_364,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Sulfitobacter;s__Sulfitobacter pontiacus,100.0
275,bulkbins-MOSAIC-MIME-BINNING-2903_bin-044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,COMPLETE-SET-AND-BULK_mOTU_840,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MED-G11;s__MED-G11 sp002729755,83.09859154929578
276,bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3a_bin-205,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,1,0,1,1,COMPLETE-SET-AND-BULK_mOTU_740,d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__UBA12247;f__;g__;s__,95.77464788732394
277,ERR599125.1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,COMPLETE-SET-AND-BULK_mOTU_136,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Arenicellales;f__UBA868;g__REDSEA-S09-B13;s__REDSEA-S09-B13 sp002456995,76.05633802816901
278,bulkbins-MOSAIC-MIME-BINNING-903_bin-040,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,COMPLETE-SET-AND-BULK_mOTU_426,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Nanopelagicales;f__S36-B12;g__UBA4592;s__UBA4592 sp905181745,63.38028169014085
279,bulkbins-MOSAIC-MIME-BINNING-1303_bin-127,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,COMPLETE-SET-AND-BULK_mOTU_335,d__Bacteria;p__Marinisomatota;c__Marinisomatia;o__Marinisomatales;f__UBA1611;g__GCA-002717915;s__,39.43661971830985
280,bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3a_bin-357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,COMPLETE-SET-AND-BULK_mOTU_627,,1e-05
281,MOSAIC-MIME-BINNING-2503_bin-026,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,COMPLETE-SET-AND-BULK_mOTU_324,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__TK06;g__UBA9040;s__UBA9040 sp905182565,97.1830985915493
282,bulkbins-MOSAIC-MIME-BINNING-1103_bin-03,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,1,0,1,1,COMPLETE-SET-AND-BULK_mOTU_499,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Alteromonas;s__Alteromonas macleodii,98.59154929577464
283,ERR3589570.15,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,1,0,0,0,COMPLETE-SET-AND-BULK_mOTU_121,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Tepidiformales;f__Tepidiformaceae;g__;s__,69.01408450704226
284,bulkbins-MOSAIC-MIME-BINNING-2703_bin-05,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,COMPLETE-SET-AND-BULK_mOTU_352,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__;f__;g__;s__,98.59154929577464
285,MOSAIC-MIME-BINNING-703_bin-064,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,COMPLETE-SET-AND-BULK_mOTU_099,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA9926;s__UBA9926 sp905182155,64.78873239436619
286,bulkbins-ODIN-2013-BINNING-13_bin-23,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,COMPLETE-SET-AND-BULK_mOTU_426,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Nanopelagicales;f__S36-B12;g__UBA4592;s__UBA4592 sp905181745,60.56338028169014
287,bulkbins-MOSAIC-MIME-BINNING-1803_bin-33,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,COMPLETE-SET-AND-BULK_mOTU_710,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA4486;f__UBA4486;g__UBA11869;s__UBA11869 sp014239225,84.50704225352112
288,ERR3589553.41,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,COMPLETE-SET-AND-BULK_mOTU_099,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA9926;s__UBA9926 sp905182155,28.169014084507047
289,MOSAIC-MIME-BINNING-31_bin-074,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,1,0,1,1,COMPLETE-SET-AND-BULK_mOTU_057,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Alteromonas;s__Alteromonas macleodii,76.05633802816901
290,bulkbins-MOSAIC-MIME-BINNING-2203_bin-lowDepth,0,1,1,1,1,0,0,0,1,1,0,1,1,0,0,1,1,0,1,1,COMPLETE-SET-AND-BULK_mOTU_074,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__UBA918;g__OLB19;s__,83.09859154929578
291,bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-954,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,COMPLETE-SET-AND-BULK_mOTU_253,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__GCA-002712045;s__GCA-002712045 sp905182165,74.64788732394365
292,SRR5819383.103,0,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,COMPLETE-SET-AND-BULK_mOTU_453,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA2966;f__UBA2966;g__UBA2966;s__,95.77464788732394
293,MOSAIC-MIME-BINNING-2903_bin-068,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,COMPLETE-SET-AND-BULK_mOTU_136,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Arenicellales;f__UBA868;g__REDSEA-S09-B13;s__REDSEA-S09-B13 sp002456995,91.54929577464787
294,ERR4918861.15,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,COMPLETE-SET-AND-BULK_mOTU_324,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__TK06;g__UBA9040;s__UBA9040 sp905182565,97.1830985915493
295,bulkbins-MOSAIC-MIME-BINNING-903_bin-004,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,1,COMPLETE-SET-AND-BULK_mOTU_043,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA4486;f__UBA4486;g__UBA7359;s__UBA7359 sp905182825,90.14084507042251
296,bulkbins-MOSAIC-MIME-BINNING-3_bin-068,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,COMPLETE-SET-AND-BULK_mOTU_798,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Arenicellales;f__UBA868;g__REDSEA-S09-B13;s__REDSEA-S09-B13 sp002456995,91.54929577464787
297,bulkbins-MOSAIC-MIME-BINNING-803_bin-05,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,COMPLETE-SET-AND-BULK_mOTU_710,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA4486;f__UBA4486;g__UBA11869;s__UBA11869 sp014239225,74.64788732394365
298,bulkbins-MOSAIC-MIME-BINNING-45_bin-29,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,COMPLETE-SET-AND-BULK_mOTU_378,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA11654;f__UBA11654;g__CACPJA01;s__,97.1830985915493
299,ERR3589558.42,0,1,0,1,0,1,0,0,1,1,0,1,1,0,0,1,1,0,1,1,COMPLETE-SET-AND-BULK_mOTU_867,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__DSM-21967;g__Oceanicoccus;s__Oceanicoccus sp000169075,61.971830985915496
300,bulkbins-ODEN-2013-BINNING-medium-COASS_bin-4630,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,COMPLETE-SET-AND-BULK_mOTU_758,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales_B;f__MED-G09;g__MED-G09;s__MED-G09 sp905182015,38.02816901408449
301,bulkbins-MOSAIC-MIME-BINNING-1403_bin-070,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,COMPLETE-SET-AND-BULK_mOTU_364,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Sulfitobacter;s__Sulfitobacter pontiacus,90.14084507042251
302,SRR5819383.133,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1,1,1,0,1,1,COMPLETE-SET-AND-BULK_mOTU_121,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Tepidiformales;f__Tepidiformaceae;g__;s__,92.95774647887325
303,SRR9039929.73,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,1,1,COMPLETE-SET-AND-BULK_mOTU_452,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudohongiellaceae;g__UBA9145;s__UBA9145 sp002731775,94.3661971830986
304,bulkbins-MOSAIC-MIME-BINNING-703_bin-024,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,COMPLETE-SET-AND-BULK_mOTU_043,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA4486;f__UBA4486;g__UBA7359;s__UBA7359 sp905182825,53.52112676056338
305,MOSAIC-MIME-BINNING-703_bin-067,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,1,0,1,1,COMPLETE-SET-AND-BULK_mOTU_057,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Alteromonas;s__Alteromonas macleodii,80.28169014084506
306,bulkbins-MOSAIC-MIME-BINNING-1903_bin-035,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,COMPLETE-SET-AND-BULK_mOTU_426,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Nanopelagicales;f__S36-B12;g__UBA4592;s__UBA4592 sp905181745,83.09859154929578
307,bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-618,1,1,0,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,COMPLETE-SET-AND-BULK_mOTU_253,,100.0
308,MOSAIC-MIME-BINNING-ClusterAss-3a_bin-492,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,COMPLETE-SET-AND-BULK_mOTU_324,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__TK06;g__UBA9040;s__UBA9040 sp905182565,97.1830985915493
309,bulkbins-ODEN-2013-BINNING-COASS_bin-5658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,COMPLETE-SET-AND-BULK_mOTU_043,,1e-05
310,SRR13153264.9,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,1,1,COMPLETE-SET-AND-BULK_mOTU_099,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA9926;s__UBA9926 sp905182155,100.0
311,bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,COMPLETE-SET-AND-BULK_mOTU_364,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Sulfitobacter;s__Sulfitobacter pontiacus,87.32394366197181
312,bulkbins-MOSAIC-MIME-BINNING-25_bin-33,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1,COMPLETE-SET-AND-BULK_mOTU_627,,98.59154929577464
313,ERR3589573.76,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,COMPLETE-SET-AND-BULK_mOTU_324,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__TK06;g__UBA9040;s__UBA9040 sp905182565,42.25352112676056
314,ODEN-2013-BINNING-COASS_bin-5373,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,COMPLETE-SET-AND-BULK_mOTU_099,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA9926;s__UBA9926 sp905182155,42.25352112676056
315,bulkbins-MOSAIC-MIME-BINNING-1403_bin-085,1,0,0,1,0,1,1,0,1,1,0,0,0,0,1,1,1,0,1,1,COMPLETE-SET-AND-BULK_mOTU_233,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__MGIII;f__CG-Epi1;g__CG-Epi1;s__,100.0
316,bulkbins-MOSAIC-MIME-BINNING-2803_bin-060,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,COMPLETE-SET-AND-BULK_mOTU_253,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__GCA-002712045;s__GCA-002712045 sp905182165,97.1830985915493
317,bulkbins-MOSAIC-MIME-BINNING-1303_bin-091,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,COMPLETE-SET-AND-BULK_mOTU_250,,1e-05
318,SRR5976595.19,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,COMPLETE-SET-AND-BULK_mOTU_136,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Arenicellales;f__UBA868;g__REDSEA-S09-B13;s__REDSEA-S09-B13 sp002456995,54.92957746478874
319,bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,COMPLETE-SET-AND-BULK_mOTU_499,,1e-05
320,MOSAIC-MIME-BINNING-31_bin-053,0,1,0,0,0,1,0,0,1,1,0,1,1,0,0,1,1,0,1,1,COMPLETE-SET-AND-BULK_mOTU_099,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA9926;s__UBA9926 sp905182155,49.29577464788731
321,bulkbins-MOSAIC-MIME-BINNING-3303_bin-72,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,COMPLETE-SET-AND-BULK_mOTU_381,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__UA16;g__UBA974;s__,90.14084507042251
322,bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3a_bin-647,1,1,0,0,0,1,0,0,1,1,0,1,1,0,0,1,1,0,1,1,COMPLETE-SET-AND-BULK_mOTU_250,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA9926;s__UBA9926 sp905182155,88.73239436619718
323,SRR9019760.10,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,1,1,COMPLETE-SET-AND-BULK_mOTU_099,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA9926;s__UBA9926 sp905182155,100.0
324,bulkbins-ODEN-2013-BINNING-COASS_bin-4503,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,COMPLETE-SET-AND-BULK_mOTU_335,d__Bacteria;p__Marinisomatota;c__Marinisomatia;o__Marinisomatales;f__UBA1611;g__;s__,94.3661971830986
325,bulkbins-ODEN-2013-BINNING-COASS_bin-5204,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,COMPLETE-SET-AND-BULK_mOTU_416,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Actinomarinales;f__Actinomarinaceae;g__Actinomarina;s__,76.05633802816901
326,bulkbins-MOSAIC-MIME-BINNING-2303_bin-179,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,COMPLETE-SET-AND-BULK_mOTU_426,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Nanopelagicales;f__S36-B12;g__UBA4592;s__UBA4592 sp905181745,94.3661971830986
327,bulkbins-MOSAIC-MIME-BINNING-1803_bin-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,COMPLETE-SET-AND-BULK_mOTU_364,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Sulfitobacter;s__Sulfitobacter pontiacus,97.1830985915493
328,SRR5429424.22,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,COMPLETE-SET-AND-BULK_mOTU_057,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Alteromonas;s__Alteromonas macleodii,70.4225352112676
329,MOSAIC-MIME-BINNING-ClusterAss-3b_bin-361,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,COMPLETE-SET-AND-BULK_mOTU_324,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__TK06;g__UBA9040;s__UBA9040 sp905182565,90.14084507042251
330,bulkbins-MOSAIC-MIME-BINNING-2603_bin-092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,COMPLETE-SET-AND-BULK_mOTU_381,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__UA16;g__UBA974;s__,1e-05
331,ERR3589578.83,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,1,1,COMPLETE-SET-AND-BULK_mOTU_099,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA9926;s__UBA9926 sp905182155,100.0
332,bulkbins-MOSAIC-MIME-BINNING-1903_bin-130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,COMPLETE-SET-AND-BULK_mOTU_364,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Sulfitobacter;s__Sulfitobacter pontiacus,97.1830985915493
333,bulkbins-MOSAIC-MIME-BINNING-603_bin-066,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,COMPLETE-SET-AND-BULK_mOTU_426,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Nanopelagicales;f__S36-B12;g__UBA4592;s__UBA4592 sp905181745,70.4225352112676
