members,K00626,K01848,K01849,K05606,K14534,K15016,K15019,K15020,M00375
SRR9020461.4,0,0,0,2,0,0,0,0,0.07142857142857142
SRR9020461.47,0,0,2,0,0,0,0,0,0.03571428571428571
SRR9020461.58,2,0,0,0,0,0,0,0,0.07142857142857142
SRR9020461.64,0,0,2,2,0,0,0,0,0.10714285714285714
SRR9020461.7,2,0,0,2,0,0,0,0,0.14285714285714285
SRR9020461.88,2,0,0,0,0,0,0,0,0.07142857142857142
SRR9020461.94,2,0,0,0,0,0,0,0,0.07142857142857142
SRR9039920.103,0,2,0,0,0,0,0,0,0.03571428571428571
SRR9039920.106,7,0,0,0,0,0,0,0,0.07142857142857142
SRR9039920.108,2,0,0,0,0,0,0,0,0.07142857142857142
SRR9039920.124,0,2,0,0,0,0,0,0,0.03571428571428571
SRR9039920.125,0,4,2,2,0,0,0,0,0.14285714285714285
SRR9039920.13,0,0,0,2,0,0,0,0,0.07142857142857142
SRR9039920.151,0,0,0,2,0,0,0,0,0.07142857142857142
SRR9039920.162,0,0,0,2,0,0,0,0,0.07142857142857142
SRR9039920.17,2,0,0,0,0,0,0,0,0.07142857142857142
SRR9039920.173,2,0,0,0,0,0,0,0,0.07142857142857142
SRR9039920.41,2,0,0,0,0,0,0,7,0.14285714285714285
SRR9039929.122,2,0,0,0,0,0,0,0,0.07142857142857142
SRR9039929.146,0,0,0,2,0,0,0,0,0.07142857142857142
SRR9039929.20,0,0,0,2,0,0,0,0,0.07142857142857142
SRR9039929.61,2,0,0,0,0,0,0,0,0.07142857142857142
SRR9039929.62,2,0,0,0,0,0,0,0,0.07142857142857142
SRR9039929.9,2,0,0,0,0,0,0,0,0.07142857142857142
SRR9039929.90,0,0,0,2,0,0,0,0,0.07142857142857142
SRR9039929.92,2,0,0,0,0,0,0,0,0.07142857142857142
SRR9040001.23,0,0,0,2,0,0,0,0,0.07142857142857142
SRR9040001.26,0,0,0,2,0,0,0,0,0.07142857142857142
SRR9040001.28,0,0,0,2,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-1003_bin-006,0,0,0,2,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-1003_bin-008,2,0,0,2,0,0,0,0,0.14285714285714285
bulkbins-MOSAIC-MIME-BINNING-1003_bin-013,2,0,0,0,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-1003_bin-026,2,0,0,0,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-1003_bin-038,7,0,0,0,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-1003_bin-042,2,0,0,0,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-1003_bin-047,2,0,0,2,0,0,0,0,0.14285714285714285
bulkbins-MOSAIC-MIME-BINNING-1003_bin-053,0,0,0,2,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-1003_bin-057,0,0,0,2,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-1003_bin-067,0,0,0,2,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-1003_bin-070,2,0,0,0,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-1003_bin-072,2,0,0,0,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-1003_bin-088,2,0,0,0,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-1003_bin-098,0,0,0,4,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-1103_bin-05,0,0,2,0,0,0,0,0,0.03571428571428571
bulkbins-MOSAIC-MIME-BINNING-1103_bin-07,2,0,0,0,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-1103_bin-13,0,0,0,2,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-1103_bin-14,0,0,0,2,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-1103_bin-18,0,0,0,0,0,0,1,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-1103_bin-20,0,0,0,2,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-1103_bin-33,0,0,0,6,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-1103_bin-39,0,2,2,4,0,2,0,0,0.21428571428571427
bulkbins-MOSAIC-MIME-BINNING-1103_bin-40,0,0,2,0,0,0,0,0,0.03571428571428571
bulkbins-MOSAIC-MIME-BINNING-1103_bin-44,2,0,0,0,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-1103_bin-45,0,0,0,2,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-1103_bin-54,2,0,0,0,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-1103_bin-57,2,0,0,2,0,0,0,0,0.14285714285714285
bulkbins-MOSAIC-MIME-BINNING-1103_bin-76,2,0,0,0,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-1103_bin-81,0,0,0,2,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-1103_bin-83,2,0,0,0,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-1103_bin-84,0,0,0,0,7,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-1103_bin-92,2,0,0,0,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-1103_bin-unbinned,10,0,0,0,0,2,0,0,0.14285714285714285
bulkbins-MOSAIC-MIME-BINNING-1203_bin-020,2,0,0,0,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-1203_bin-024,0,0,0,2,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-1203_bin-057,0,0,0,2,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-1203_bin-058,0,0,0,2,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-1203_bin-059,0,0,0,2,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-1203_bin-070,2,0,0,0,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-1203_bin-083,2,2,0,0,0,0,0,0,0.10714285714285714
bulkbins-MOSAIC-MIME-BINNING-1203_bin-089,2,0,0,2,0,0,0,0,0.14285714285714285
bulkbins-MOSAIC-MIME-BINNING-1203_bin-091,2,0,0,2,0,0,0,0,0.14285714285714285
bulkbins-MOSAIC-MIME-BINNING-1203_bin-092,7,0,0,0,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-1203_bin-106,7,0,0,0,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-1203_bin-111,0,0,0,2,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-1203_bin-unbinned,4,0,0,2,0,0,0,0,0.14285714285714285
bulkbins-MOSAIC-MIME-BINNING-1303_bin-007,2,0,0,0,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-1303_bin-008,2,0,0,0,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-1303_bin-010,2,0,0,0,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-1303_bin-013,2,0,0,0,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-1303_bin-023,2,0,0,2,0,0,0,0,0.14285714285714285
bulkbins-MOSAIC-MIME-BINNING-1303_bin-037,0,0,0,2,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-1303_bin-048,0,0,0,2,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-1303_bin-053,2,0,0,0,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-1303_bin-054,2,0,0,0,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-1303_bin-065,0,2,0,0,0,0,0,0,0.03571428571428571
bulkbins-MOSAIC-MIME-BINNING-1303_bin-067,2,0,0,0,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-1303_bin-072,0,0,0,2,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-1303_bin-078,7,0,0,0,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-1303_bin-099,2,2,0,2,0,0,0,0,0.17857142857142858
bulkbins-MOSAIC-MIME-BINNING-1303_bin-105,0,0,0,2,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-1303_bin-110,6,0,0,2,0,0,0,0,0.14285714285714285
bulkbins-MOSAIC-MIME-BINNING-1303_bin-132,7,0,0,0,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-1303_bin-unbinned,4,0,0,0,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-1403_bin-025,2,0,0,0,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-1403_bin-026,0,0,0,2,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-1403_bin-027,9,0,0,0,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-1403_bin-028,4,4,2,7,0,0,0,0,0.21428571428571427
bulkbins-MOSAIC-MIME-BINNING-1403_bin-045,0,0,0,2,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-1403_bin-049,0,2,4,2,0,2,0,0,0.21428571428571427
bulkbins-MOSAIC-MIME-BINNING-1403_bin-068,2,0,0,0,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-1403_bin-070,2,0,0,0,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-1403_bin-071,2,0,0,0,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-1403_bin-085,0,0,0,2,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-1403_bin-089,0,0,2,0,0,0,0,0,0.03571428571428571
bulkbins-MOSAIC-MIME-BINNING-1403_bin-104,0,0,0,2,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-1403_bin-108,0,0,0,0,0,2,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-1403_bin-112,7,0,0,0,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-1403_bin-unbinned,4,0,0,0,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-1503_bin-009,2,0,0,0,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-1503_bin-015,0,0,0,2,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-1503_bin-017,0,0,0,2,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-1503_bin-038,0,0,0,2,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-1503_bin-040,7,0,0,0,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-1503_bin-041,2,0,0,2,0,0,0,0,0.14285714285714285
bulkbins-MOSAIC-MIME-BINNING-1503_bin-046,2,0,0,0,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-1503_bin-047,0,0,0,2,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-1503_bin-070,0,0,0,2,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-1503_bin-071,2,0,0,0,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-1503_bin-074,0,0,0,2,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-1503_bin-079,2,0,0,0,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-1503_bin-107,8,0,0,0,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-1503_bin-111,2,0,0,2,0,0,0,0,0.14285714285714285
bulkbins-MOSAIC-MIME-BINNING-1503_bin-115,2,0,0,2,0,0,0,0,0.14285714285714285
bulkbins-MOSAIC-MIME-BINNING-1503_bin-121,7,0,0,0,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-1503_bin-124,2,0,0,0,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-1503_bin-127,2,0,0,0,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-1503_bin-unbinned,11,0,0,2,0,0,0,0,0.14285714285714285
bulkbins-MOSAIC-MIME-BINNING-1603_bin-001,4,0,0,0,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-1603_bin-004,0,0,0,2,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-1603_bin-040,2,0,0,0,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-1603_bin-045,7,0,0,0,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-1603_bin-062,7,0,0,0,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-1603_bin-091,2,0,0,4,0,0,0,0,0.14285714285714285
bulkbins-MOSAIC-MIME-BINNING-1603_bin-092,0,0,0,2,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-1603_bin-107,2,0,0,2,0,0,0,0,0.14285714285714285
bulkbins-MOSAIC-MIME-BINNING-1703_bin-008,2,0,0,0,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-1703_bin-020,2,0,0,0,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-1703_bin-023,2,0,0,0,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-1703_bin-044,0,2,0,0,0,0,0,0,0.03571428571428571
bulkbins-MOSAIC-MIME-BINNING-1703_bin-046,0,0,0,2,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-1703_bin-052,0,0,0,2,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-1703_bin-055,2,0,0,0,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-1703_bin-065,2,0,0,0,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-1703_bin-068,7,0,0,0,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-1703_bin-075,0,0,0,2,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-1703_bin-081,2,0,0,4,0,0,0,0,0.14285714285714285
bulkbins-MOSAIC-MIME-BINNING-1703_bin-088,0,0,0,2,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-1703_bin-090,0,2,0,0,0,0,0,0,0.03571428571428571
bulkbins-MOSAIC-MIME-BINNING-1703_bin-094,2,0,0,0,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-1703_bin-102,2,0,0,0,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-1703_bin-104,2,0,0,2,0,0,0,0,0.14285714285714285
bulkbins-MOSAIC-MIME-BINNING-1703_bin-105,0,0,0,2,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-1703_bin-112,2,0,0,0,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-1703_bin-129,2,0,0,0,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-1703_bin-139,2,0,0,2,0,0,0,0,0.14285714285714285
bulkbins-MOSAIC-MIME-BINNING-1703_bin-140,2,0,0,0,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-1703_bin-unbinned,2,0,0,4,0,0,0,0,0.14285714285714285
bulkbins-MOSAIC-MIME-BINNING-17_bin-39,2,0,0,0,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-17_bin-40,4,0,0,2,0,0,0,0,0.14285714285714285
bulkbins-MOSAIC-MIME-BINNING-17_bin-50,2,0,0,0,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-17_bin-60,7,0,0,0,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-17_bin-78,2,0,0,2,0,0,0,0,0.14285714285714285
bulkbins-MOSAIC-MIME-BINNING-17_bin-81,2,0,2,2,0,0,0,0,0.17857142857142858
bulkbins-MOSAIC-MIME-BINNING-17_bin-87,2,0,0,0,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-17_bin-95,2,0,0,0,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-17_bin-unbinned,2,0,0,2,0,0,0,0,0.14285714285714285
bulkbins-MOSAIC-MIME-BINNING-1803_bin-09,2,0,0,0,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-1803_bin-11,0,0,0,2,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-1803_bin-15,0,0,0,2,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-1803_bin-19,2,0,0,0,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-1803_bin-30,0,2,2,2,0,0,0,0,0.14285714285714285
bulkbins-MOSAIC-MIME-BINNING-1803_bin-39,0,0,0,2,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-1803_bin-40,0,0,0,2,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-1803_bin-unbinned,2,0,0,0,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-1903_bin-019,2,0,0,0,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-1903_bin-021,0,0,0,2,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-1903_bin-035,2,2,0,2,0,0,0,0,0.17857142857142858
bulkbins-MOSAIC-MIME-BINNING-1903_bin-036,2,0,0,2,0,0,0,0,0.14285714285714285
bulkbins-MOSAIC-MIME-BINNING-1903_bin-047,2,0,0,0,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-1903_bin-059,7,0,0,0,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-1903_bin-061,2,0,0,0,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-1903_bin-070,2,0,0,0,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-1903_bin-078,7,0,0,0,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-1903_bin-079,2,0,0,0,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-1903_bin-089,0,0,0,2,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-1903_bin-092,2,0,0,0,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-1903_bin-102,2,0,0,0,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-1903_bin-107,0,0,0,2,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-1903_bin-112,2,0,0,0,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-1903_bin-127,0,0,2,0,0,0,0,0,0.03571428571428571
bulkbins-MOSAIC-MIME-BINNING-1903_bin-129,2,0,0,0,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-1903_bin-130,2,0,0,0,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-1903_bin-unbinned,2,0,0,2,0,0,0,0,0.14285714285714285
bulkbins-MOSAIC-MIME-BINNING-2003_bin-009,7,0,0,0,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-2003_bin-024,2,0,0,0,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-2003_bin-036,4,0,0,0,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-2003_bin-037,2,0,0,2,0,0,0,0,0.14285714285714285
bulkbins-MOSAIC-MIME-BINNING-2003_bin-040,7,0,0,0,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-2003_bin-066,2,0,0,2,0,0,0,0,0.14285714285714285
bulkbins-MOSAIC-MIME-BINNING-2003_bin-079,2,0,0,0,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-2003_bin-096,2,0,0,0,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-2003_bin-098,0,0,0,2,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-2003_bin-lowDepth,8,0,0,2,0,0,0,0,0.14285714285714285
bulkbins-MOSAIC-MIME-BINNING-2003_bin-unbinned,9,0,0,0,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-2103_bin-002,7,0,0,0,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-2103_bin-013,2,0,0,0,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-2103_bin-021,2,0,0,0,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-2103_bin-037,0,0,0,2,0,0,1,0,0.14285714285714285
bulkbins-MOSAIC-MIME-BINNING-2103_bin-042,2,0,0,0,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-2103_bin-050,2,0,0,0,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-2103_bin-052,2,0,0,0,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-2103_bin-056,2,0,0,0,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-2103_bin-058,9,0,0,0,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-2103_bin-060,2,0,0,2,0,0,0,0,0.14285714285714285
bulkbins-MOSAIC-MIME-BINNING-2103_bin-066,7,0,0,0,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-2103_bin-085,0,0,0,2,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-2103_bin-096,2,0,0,0,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-2103_bin-114,2,0,0,0,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-2103_bin-unbinned,4,0,0,0,0,2,0,0,0.14285714285714285
bulkbins-MOSAIC-MIME-BINNING-2203_bin-02,10,0,0,0,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-2203_bin-04,4,0,0,0,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-2203_bin-14,2,0,0,2,0,0,0,0,0.14285714285714285
bulkbins-MOSAIC-MIME-BINNING-2203_bin-19,2,0,0,0,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-2203_bin-20,2,0,0,0,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-2203_bin-24,8,0,0,0,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-2203_bin-25,2,0,0,0,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-2203_bin-26,4,0,0,4,0,0,0,0,0.14285714285714285
bulkbins-MOSAIC-MIME-BINNING-2203_bin-30,6,2,2,2,0,0,0,0,0.21428571428571427
bulkbins-MOSAIC-MIME-BINNING-2203_bin-35,4,0,0,0,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-2203_bin-39,2,0,0,2,0,0,0,0,0.14285714285714285
bulkbins-MOSAIC-MIME-BINNING-2203_bin-43,2,0,0,0,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-2203_bin-48,2,0,0,0,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-2203_bin-54,0,0,0,2,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-2203_bin-59,2,0,0,0,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-2203_bin-60,4,0,0,4,2,0,0,0,0.21428571428571427
bulkbins-MOSAIC-MIME-BINNING-2203_bin-64,2,0,0,0,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-2203_bin-lowDepth,7,0,0,0,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-2303_bin-002,2,2,0,0,0,0,0,0,0.10714285714285714
bulkbins-MOSAIC-MIME-BINNING-2303_bin-010,2,0,0,0,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-2303_bin-019,2,0,0,0,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-2303_bin-023,0,0,0,6,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-2303_bin-024,0,0,2,0,0,0,0,0,0.03571428571428571
bulkbins-MOSAIC-MIME-BINNING-2303_bin-045,0,0,0,2,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-2303_bin-046,2,0,0,0,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-2303_bin-047,7,0,0,0,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-2303_bin-049,2,0,0,0,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-2303_bin-051,0,0,0,2,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-2303_bin-065,2,0,0,0,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-2303_bin-068,2,0,0,2,0,0,0,0,0.14285714285714285
bulkbins-MOSAIC-MIME-BINNING-2303_bin-075,2,0,0,0,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-2303_bin-080,2,0,0,2,0,0,0,0,0.14285714285714285
bulkbins-MOSAIC-MIME-BINNING-2303_bin-100,8,0,0,0,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-2303_bin-103,0,0,0,0,7,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-2303_bin-104,2,0,0,0,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-2303_bin-112,2,0,0,0,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-2303_bin-115,2,0,0,0,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-2303_bin-126,0,0,2,0,0,0,0,0,0.03571428571428571
bulkbins-MOSAIC-MIME-BINNING-2303_bin-130,0,0,0,2,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-2303_bin-152,2,0,0,0,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-2303_bin-164,2,0,0,0,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-2303_bin-170,2,0,0,0,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-2303_bin-177,0,0,0,2,0,0,0,0,0.07142857142857142
bulkbins-MOSAIC-MIME-BINNING-2303_bin-179,2,0,0,2,0,0,0,0,0.14285714285714285
bulkbins-MOSAIC-MIME-BINNING-2303_bin-181,2,0,0,0,0,0,0,0,0.07142857142857142
