members,K00024,K00169,K00170,K00172,K00239,K00240,K00241,K00626,K01007,K01595,K01677,K01678,K01902,K01903,K14534,K15016,M00374
bulkbins-MOSAIC-MIME-BINNING-903_bin-096,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07692307692307693
bulkbins-MOSAIC-MIME-BINNING-903_bin-unbinned,3,0,0,3,0,6,0,13,0,4,0,0,3,3,0,0,0.3269230769230769
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-010,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.07692307692307693
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-013,3,0,0,0,0,0,0,2,0,2,0,0,3,0,0,0,0.2692307692307692
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-026,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.07692307692307693
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-030,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0.11538461538461539
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-034,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0.11538461538461539
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-070,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.038461538461538464
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-082,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.07692307692307693
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-089,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07692307692307693
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-102,0,0,0,0,3,3,3,7,2,0,0,0,0,0,0,0,0.19230769230769232
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-107,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.0
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-114,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.07692307692307693
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-118,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0.23076923076923078
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-121,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07692307692307693
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-125,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.038461538461538464
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-126,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0.07692307692307693
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-129,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.07692307692307693
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-130,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.07692307692307693
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-141,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.038461538461538464
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-148,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0.07692307692307693
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-171,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0.07692307692307693
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-174,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0.07692307692307693
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-179,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0.07692307692307693
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-187,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0.07692307692307693
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-188,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0.11538461538461539
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-204,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.0
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-209,0,0,0,0,0,3,3,2,0,0,0,0,0,3,0,0,0.11538461538461539
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-230,0,0,0,0,0,1,6,0,0,0,0,0,6,0,0,0,0.038461538461538464
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-236,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.038461538461538464
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-247,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0.0
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-249,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0.0
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-261,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07692307692307693
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-266,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.07692307692307693
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-274,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0.038461538461538464
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-276,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.07692307692307693
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-286,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.07692307692307693
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-313,3,0,0,0,0,3,3,11,0,2,0,0,3,3,2,0,0.38461538461538464
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-314,3,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0.23076923076923078
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-315,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0.11538461538461539
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-316,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.07692307692307693
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-322,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0.07692307692307693
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-323,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.07692307692307693
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-324,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0.0
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-332,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0.15384615384615385
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-344,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.07692307692307693
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-347,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.07692307692307693
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-348,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0.0
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-355,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.07692307692307693
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-363,0,0,0,6,3,0,0,0,0,0,0,0,3,0,0,0,0.09615384615384616
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-364,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.0
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-372,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0.15384615384615385
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-380,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.038461538461538464
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-381,3,0,0,0,0,0,6,7,0,0,0,0,0,0,0,0,0.15384615384615385
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-382,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.0
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-384,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.07692307692307693
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-385,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0.038461538461538464
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-387,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0.0
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-393,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0.11538461538461539
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-400,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.07692307692307693
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-406,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0.07692307692307693
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-409,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0.07692307692307693
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-411,3,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0.19230769230769232
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-416,0,0,0,0,0,3,3,0,0,2,0,0,0,0,0,0,0.07692307692307693
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-421,6,0,0,0,9,3,3,4,0,0,0,0,6,6,0,0,0.2692307692307692
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-425,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.038461538461538464
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-426,0,0,0,0,3,6,0,0,6,0,0,0,0,0,0,0,0.11538461538461539
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-436,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0.15384615384615385
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-454,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0.0
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-470,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.038461538461538464
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-477,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.15384615384615385
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-481,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.0
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-485,0,0,0,0,3,3,3,2,0,0,0,0,3,0,0,0,0.15384615384615385
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-486,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.07692307692307693
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-488,3,0,0,0,0,3,3,0,0,0,0,0,3,3,0,0,0.15384615384615385
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-493,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0.15384615384615385
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-501,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.07692307692307693
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-503,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.038461538461538464
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-511,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.07692307692307693
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-515,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.038461538461538464
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-516,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.0
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-520,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0.0
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-521,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.07692307692307693
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-529,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.038461538461538464
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-531,3,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0.15384615384615385
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-537,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0.11538461538461539
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-551,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.0
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-555,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.07692307692307693
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-556,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0.0
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-561,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.07692307692307693
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-564,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.15384615384615385
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-565,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0.15384615384615385
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-572,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0.038461538461538464
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-583,0,0,0,0,3,3,0,0,0,0,0,0,3,0,0,0,0.07692307692307693
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-593,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0.038461538461538464
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-601,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.07692307692307693
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-602,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0.0
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-615,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0.038461538461538464
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-617,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.07692307692307693
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-633,0,0,0,0,0,0,0,2,0,0,0,0,6,0,0,0,0.11538461538461539
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-634,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0.038461538461538464
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-640,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.07692307692307693
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-648,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.07692307692307693
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-657,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07692307692307693
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-663,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07692307692307693
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0.07692307692307693
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-672,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-673,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.15384615384615385
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-679,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.07692307692307693
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-689,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.07692307692307693
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-690,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0.0
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-705,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0.038461538461538464
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-708,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.07692307692307693
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-720,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.07692307692307693
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-734,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0.07692307692307693
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-739,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0.0
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-743,87,0,0,0,24,42,30,16,0,4,0,0,72,63,0,0,0.34615384615384615
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-745,0,0,0,0,0,0,3,2,0,0,0,0,3,0,0,0,0.11538461538461539
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-766,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.0
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-799,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0.038461538461538464
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-806,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.038461538461538464
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-811,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.07692307692307693
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-816,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.15384615384615385
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-822,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07692307692307693
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-839,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07692307692307693
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-857,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07692307692307693
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-864,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.019230769230769232
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-871,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0.11538461538461539
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-876,0,0,0,0,3,3,3,4,2,2,0,0,0,0,0,0,0.2692307692307692
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-883,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.07692307692307693
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-887,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0.07692307692307693
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-898,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0.038461538461538464
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-926,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.07692307692307693
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-928,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.07692307692307693
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-931,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0.038461538461538464
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-934,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.038461538461538464
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-936,0,0,0,0,3,3,0,0,0,0,0,0,0,3,0,0,0.07692307692307693
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-938,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0.07692307692307693
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-954,3,0,0,0,3,3,0,0,0,0,0,0,3,0,0,0,0.15384615384615385
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.07692307692307693
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-992,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0.15384615384615385
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-994,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0.07692307692307693
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-unbinned,3,0,0,0,3,3,9,11,0,6,0,0,0,0,0,0,0.2692307692307692
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-008,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0.07692307692307693
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-020,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019230769230769232
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-023,3,0,0,0,3,3,0,4,0,0,0,0,0,0,0,0,0.19230769230769232
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-029,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0.07692307692307693
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-031,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0.0
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-034,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0.15384615384615385
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-036,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0.038461538461538464
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-043,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0.07692307692307693
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-048,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.038461538461538464
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-067,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0.0
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-074,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0.038461538461538464
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-077,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0.07692307692307693
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-083,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0.07692307692307693
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-088,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.07692307692307693
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-089,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0.038461538461538464
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-090,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.07692307692307693
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-092,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.07692307692307693
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-101,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.07692307692307693
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-102,3,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0.11538461538461539
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-107,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0.07692307692307693
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-117,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07692307692307693
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-122,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.15384615384615385
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-125,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.038461538461538464
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-134,0,0,0,0,3,3,0,0,0,2,0,0,0,0,0,0,0.11538461538461539
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-148,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0.0
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-150,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.07692307692307693
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-155,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0.15384615384615385
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-167,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.07692307692307693
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-171,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.0
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.07692307692307693
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-187,0,0,0,0,0,0,0,2,0,0,0,0,3,3,0,0,0.15384615384615385
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-192,0,0,0,0,0,0,0,2,0,0,0,0,3,3,0,0,0.15384615384615385
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-199,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.07692307692307693
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-201,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0.11538461538461539
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-210,0,0,0,0,3,3,0,0,0,0,0,0,6,6,0,0,0.11538461538461539
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-212,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.038461538461538464
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-216,3,0,0,0,3,3,0,0,2,0,0,0,3,0,0,0,0.23076923076923078
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-221,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0.11538461538461539
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-251,0,0,0,0,3,3,0,2,0,0,0,0,0,0,0,0,0.11538461538461539
