members,K00239,K00240,K00241,K01679,K01847,K01848,K01849,K01961,K01962,K01963,K02160,K05606,M00376
bulkbins-MOSAIC-MIME-BINNING-45_bin-35,0,0,0,2,0,0,0,0,0,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-45_bin-42,0,0,0,0,0,0,0,0,0,1,0,0,0.027777777777777776
bulkbins-MOSAIC-MIME-BINNING-45_bin-43,0,0,0,0,0,0,0,0,0,0,7,0,0.027777777777777776
bulkbins-MOSAIC-MIME-BINNING-45_bin-44,6,6,0,0,0,0,0,1,0,0,1,0,0.12962962962962962
bulkbins-MOSAIC-MIME-BINNING-45_bin-51,0,0,0,0,0,0,0,0,0,0,0,2,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-45_bin-54,0,0,0,2,0,0,0,0,0,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-45_bin-59,6,6,0,0,0,0,0,1,0,1,2,2,0.2685185185185185
bulkbins-MOSAIC-MIME-BINNING-45_bin-63,0,0,0,0,0,0,0,0,1,0,1,0,0.05555555555555555
bulkbins-MOSAIC-MIME-BINNING-45_bin-65,0,3,0,0,0,0,0,0,0,0,0,0,0.037037037037037035
bulkbins-MOSAIC-MIME-BINNING-45_bin-68,0,0,0,0,0,0,0,1,0,0,1,2,0.16666666666666666
bulkbins-MOSAIC-MIME-BINNING-45_bin-71,0,0,0,0,0,0,2,0,0,0,0,0,0.05555555555555555
bulkbins-MOSAIC-MIME-BINNING-45_bin-85,0,0,0,0,0,0,0,0,0,0,0,2,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-45_bin-86,3,0,0,0,0,0,0,0,0,0,0,0,0.037037037037037035
bulkbins-MOSAIC-MIME-BINNING-45_bin-unbinned,0,0,3,0,0,2,2,1,2,0,8,2,0.3425925925925926
bulkbins-MOSAIC-MIME-BINNING-603_bin-009,0,0,3,0,0,0,0,0,0,0,0,0,0.037037037037037035
bulkbins-MOSAIC-MIME-BINNING-603_bin-013,3,3,3,0,0,0,0,0,0,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-603_bin-015,0,3,0,0,0,0,0,0,0,0,0,0,0.037037037037037035
bulkbins-MOSAIC-MIME-BINNING-603_bin-018,0,0,0,0,0,0,0,1,0,0,1,0,0.05555555555555555
bulkbins-MOSAIC-MIME-BINNING-603_bin-022,0,0,0,2,0,0,0,0,0,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-603_bin-030,0,0,3,0,0,0,0,0,0,0,0,0,0.037037037037037035
bulkbins-MOSAIC-MIME-BINNING-603_bin-031,0,3,3,0,0,0,0,0,0,0,0,0,0.07407407407407407
bulkbins-MOSAIC-MIME-BINNING-603_bin-033,0,0,0,2,0,0,0,0,0,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-603_bin-034,0,0,0,0,0,0,0,1,0,0,1,0,0.05555555555555555
bulkbins-MOSAIC-MIME-BINNING-603_bin-035,3,3,3,2,0,0,0,0,1,1,0,0,0.2777777777777778
bulkbins-MOSAIC-MIME-BINNING-603_bin-038,0,0,0,0,1,0,0,0,0,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-603_bin-052,3,0,0,2,0,0,0,0,0,0,0,0,0.14814814814814814
bulkbins-MOSAIC-MIME-BINNING-603_bin-058,3,3,0,0,0,0,0,1,0,0,1,0,0.12962962962962962
bulkbins-MOSAIC-MIME-BINNING-603_bin-066,0,0,0,0,0,0,0,0,0,0,0,2,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-603_bin-068,0,0,3,0,0,0,0,0,0,0,0,0,0.037037037037037035
bulkbins-MOSAIC-MIME-BINNING-603_bin-070,3,0,0,0,0,0,0,0,0,0,0,0,0.037037037037037035
bulkbins-MOSAIC-MIME-BINNING-603_bin-072,0,0,3,0,0,0,0,0,0,0,0,0,0.037037037037037035
bulkbins-MOSAIC-MIME-BINNING-603_bin-074,0,0,0,0,0,0,0,0,0,0,1,0,0.027777777777777776
bulkbins-MOSAIC-MIME-BINNING-603_bin-083,3,3,0,0,0,0,0,0,0,0,0,2,0.18518518518518517
bulkbins-MOSAIC-MIME-BINNING-603_bin-084,0,0,3,0,0,0,0,0,0,0,0,0,0.037037037037037035
bulkbins-MOSAIC-MIME-BINNING-603_bin-091,0,0,0,0,0,0,0,0,0,0,0,2,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-603_bin-092,0,3,0,0,0,0,0,0,0,0,0,0,0.037037037037037035
bulkbins-MOSAIC-MIME-BINNING-603_bin-unbinned,0,3,0,0,0,0,0,0,0,1,0,2,0.17592592592592593
bulkbins-MOSAIC-MIME-BINNING-703_bin-010,0,0,0,0,0,0,0,1,0,0,1,0,0.05555555555555555
bulkbins-MOSAIC-MIME-BINNING-703_bin-012,0,0,3,0,0,0,0,0,0,0,0,0,0.037037037037037035
bulkbins-MOSAIC-MIME-BINNING-703_bin-025,3,3,3,2,0,0,0,0,1,1,0,0,0.2777777777777778
bulkbins-MOSAIC-MIME-BINNING-703_bin-032,0,0,0,0,0,0,0,0,0,0,1,0,0.027777777777777776
bulkbins-MOSAIC-MIME-BINNING-703_bin-036,0,3,0,0,0,0,0,0,0,0,0,0,0.037037037037037035
bulkbins-MOSAIC-MIME-BINNING-703_bin-042,0,0,0,0,0,0,0,0,0,0,1,0,0.027777777777777776
bulkbins-MOSAIC-MIME-BINNING-703_bin-045,3,3,0,0,0,0,0,1,0,0,1,0,0.12962962962962962
bulkbins-MOSAIC-MIME-BINNING-703_bin-053,0,0,0,0,0,0,0,1,1,0,1,2,0.19444444444444445
bulkbins-MOSAIC-MIME-BINNING-703_bin-055,3,3,0,0,0,0,0,0,0,0,0,0,0.07407407407407407
bulkbins-MOSAIC-MIME-BINNING-703_bin-056,0,3,3,0,0,0,0,0,0,0,0,0,0.07407407407407407
bulkbins-MOSAIC-MIME-BINNING-703_bin-073,0,0,0,2,0,0,0,0,0,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-703_bin-075,0,0,0,0,0,0,0,0,1,0,0,0,0.027777777777777776
bulkbins-MOSAIC-MIME-BINNING-703_bin-078,0,0,3,0,0,0,0,0,0,0,0,0,0.037037037037037035
bulkbins-MOSAIC-MIME-BINNING-703_bin-082,0,0,0,2,0,0,0,0,0,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-703_bin-083,0,0,0,0,0,2,0,0,0,0,0,2,0.16666666666666666
bulkbins-MOSAIC-MIME-BINNING-703_bin-087,3,0,3,0,0,0,0,0,0,0,1,0,0.10185185185185185
bulkbins-MOSAIC-MIME-BINNING-703_bin-108,0,0,0,0,0,0,0,0,0,1,0,0,0.027777777777777776
bulkbins-MOSAIC-MIME-BINNING-703_bin-109,0,3,0,0,0,0,0,0,0,0,0,0,0.037037037037037035
bulkbins-MOSAIC-MIME-BINNING-703_bin-115,0,0,0,0,0,0,0,0,0,0,1,0,0.027777777777777776
bulkbins-MOSAIC-MIME-BINNING-703_bin-116,0,0,0,0,0,0,0,0,0,0,0,2,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-703_bin-lowDepth,3,3,3,0,0,0,0,1,0,1,1,2,0.3055555555555556
bulkbins-MOSAIC-MIME-BINNING-703_bin-unbinned,3,0,3,0,0,0,0,0,1,1,1,0,0.15740740740740738
bulkbins-MOSAIC-MIME-BINNING-803_bin-09,0,0,0,0,0,0,0,0,0,0,1,0,0.027777777777777776
bulkbins-MOSAIC-MIME-BINNING-803_bin-15,0,0,0,0,0,0,0,0,0,0,0,2,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-803_bin-19,0,0,0,0,0,0,0,0,0,1,0,0,0.027777777777777776
bulkbins-MOSAIC-MIME-BINNING-803_bin-31,0,0,0,0,0,0,0,0,0,0,1,0,0.027777777777777776
bulkbins-MOSAIC-MIME-BINNING-803_bin-44,0,0,0,0,0,0,0,0,0,0,1,0,0.027777777777777776
bulkbins-MOSAIC-MIME-BINNING-803_bin-51,0,0,0,2,0,0,0,0,0,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-803_bin-57,0,0,0,0,0,0,0,0,0,0,0,2,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-803_bin-59,0,6,3,0,0,2,2,0,0,0,0,2,0.2962962962962963
bulkbins-MOSAIC-MIME-BINNING-803_bin-65,3,3,0,0,0,0,0,0,0,0,1,2,0.21296296296296294
bulkbins-MOSAIC-MIME-BINNING-803_bin-67,0,0,0,0,0,0,0,0,0,0,1,0,0.027777777777777776
bulkbins-MOSAIC-MIME-BINNING-803_bin-68,0,0,0,0,1,0,0,0,0,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-803_bin-70,6,6,0,0,0,0,0,0,0,0,0,0,0.07407407407407407
bulkbins-MOSAIC-MIME-BINNING-803_bin-71,0,0,0,0,0,0,0,0,0,1,0,0,0.027777777777777776
bulkbins-MOSAIC-MIME-BINNING-803_bin-81,0,0,0,2,0,0,0,0,0,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-803_bin-82,0,0,0,0,0,0,0,1,0,0,1,2,0.16666666666666666
bulkbins-MOSAIC-MIME-BINNING-803_bin-83,0,0,0,0,0,0,0,0,0,1,0,0,0.027777777777777776
bulkbins-MOSAIC-MIME-BINNING-803_bin-unbinned,0,0,3,0,0,2,0,0,1,0,0,0,0.12037037037037036
bulkbins-MOSAIC-MIME-BINNING-903_bin-001,0,0,0,0,0,0,0,0,0,0,1,0,0.027777777777777776
bulkbins-MOSAIC-MIME-BINNING-903_bin-006,0,0,3,0,0,0,0,0,0,0,0,0,0.037037037037037035
bulkbins-MOSAIC-MIME-BINNING-903_bin-009,0,6,3,0,0,0,0,0,1,2,0,0,0.12962962962962962
bulkbins-MOSAIC-MIME-BINNING-903_bin-015,0,0,0,0,0,0,0,1,0,0,1,0,0.05555555555555555
bulkbins-MOSAIC-MIME-BINNING-903_bin-017,0,0,3,0,0,0,0,0,0,0,0,0,0.037037037037037035
bulkbins-MOSAIC-MIME-BINNING-903_bin-027,0,0,0,0,1,0,0,0,0,0,0,2,0.2222222222222222
bulkbins-MOSAIC-MIME-BINNING-903_bin-028,0,0,0,0,0,0,0,0,0,0,1,0,0.027777777777777776
bulkbins-MOSAIC-MIME-BINNING-903_bin-033,3,3,0,0,0,0,0,0,0,0,0,0,0.07407407407407407
bulkbins-MOSAIC-MIME-BINNING-903_bin-035,0,0,3,0,0,0,0,0,0,0,0,0,0.037037037037037035
bulkbins-MOSAIC-MIME-BINNING-903_bin-038,3,3,3,0,0,0,0,0,1,0,0,0,0.1388888888888889
bulkbins-MOSAIC-MIME-BINNING-903_bin-040,0,0,0,0,0,2,0,0,0,0,0,2,0.16666666666666666
bulkbins-MOSAIC-MIME-BINNING-903_bin-042,3,0,3,0,0,0,0,0,0,0,1,0,0.10185185185185185
bulkbins-MOSAIC-MIME-BINNING-903_bin-043,0,0,0,0,0,0,0,0,0,0,0,2,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-903_bin-047,3,0,0,2,1,0,0,0,0,0,0,0,0.25925925925925924
bulkbins-MOSAIC-MIME-BINNING-903_bin-048,0,1,0,0,0,0,0,0,1,0,0,0,0.06481481481481481
bulkbins-MOSAIC-MIME-BINNING-903_bin-049,0,3,0,0,0,0,0,0,0,0,0,0,0.037037037037037035
bulkbins-MOSAIC-MIME-BINNING-903_bin-053,0,3,0,0,0,0,0,0,0,0,0,0,0.037037037037037035
bulkbins-MOSAIC-MIME-BINNING-903_bin-055,3,3,0,0,0,0,0,1,0,0,1,0,0.12962962962962962
bulkbins-MOSAIC-MIME-BINNING-903_bin-057,0,0,0,0,0,0,0,0,0,0,1,0,0.027777777777777776
bulkbins-MOSAIC-MIME-BINNING-903_bin-062,0,0,3,0,0,0,0,0,0,1,0,2,0.17592592592592593
bulkbins-MOSAIC-MIME-BINNING-903_bin-065,0,0,3,0,0,0,0,0,0,0,0,0,0.037037037037037035
bulkbins-MOSAIC-MIME-BINNING-903_bin-070,3,3,3,0,0,0,0,0,0,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-903_bin-081,0,0,3,0,0,0,0,0,0,1,0,0,0.06481481481481481
bulkbins-MOSAIC-MIME-BINNING-903_bin-088,0,1,0,0,0,0,0,0,0,0,0,0,0.037037037037037035
bulkbins-MOSAIC-MIME-BINNING-903_bin-089,0,0,0,0,0,0,0,1,0,0,1,0,0.05555555555555555
bulkbins-MOSAIC-MIME-BINNING-903_bin-090,0,0,0,0,0,0,0,0,0,0,0,2,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-903_bin-092,0,0,6,0,0,0,0,0,0,0,0,0,0.037037037037037035
bulkbins-MOSAIC-MIME-BINNING-903_bin-unbinned,0,6,0,0,0,0,0,0,1,0,1,0,0.09259259259259259
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-006,0,0,0,0,0,0,0,0,0,0,1,0,0.027777777777777776
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-013,0,0,0,2,0,0,0,0,0,0,0,2,0.2222222222222222
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-030,3,0,0,2,1,0,0,0,0,0,0,0,0.25925925925925924
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-058,0,0,0,0,0,0,0,0,0,0,0,2,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-082,0,0,0,0,0,0,0,0,0,1,0,0,0.027777777777777776
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-089,0,0,0,0,0,0,0,1,1,0,1,0,0.08333333333333333
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-090,0,0,0,0,0,0,0,0,0,0,0,2,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-099,0,0,0,0,1,0,0,0,0,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-102,3,3,3,0,0,0,0,0,0,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-107,0,3,0,0,0,0,0,0,0,0,0,0,0.037037037037037035
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-111,0,0,0,0,0,0,0,0,0,0,1,0,0.027777777777777776
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-114,0,0,0,0,0,0,0,1,0,0,1,2,0.16666666666666666
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-125,0,0,0,0,0,0,0,0,1,0,0,0,0.027777777777777776
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-127,0,0,0,0,0,2,0,0,0,0,0,0,0.05555555555555555
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-129,0,0,0,0,0,0,0,0,0,0,1,0,0.027777777777777776
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-148,0,0,3,0,0,0,0,1,0,1,1,0,0.12037037037037036
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-171,0,0,3,0,0,0,0,0,0,0,0,0,0.037037037037037035
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-174,0,0,0,0,0,0,0,1,0,0,1,0,0.05555555555555555
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-179,0,0,3,0,0,0,0,0,0,0,0,0,0.037037037037037035
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-187,0,3,0,2,0,0,0,0,0,0,0,0,0.14814814814814814
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-188,0,0,0,2,0,0,0,0,0,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-204,0,3,0,0,1,0,0,0,0,0,0,0,0.14814814814814814
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-209,0,3,3,0,0,0,0,1,0,0,0,0,0.10185185185185185
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-215,0,0,0,2,1,0,0,0,0,0,0,0,0.2222222222222222
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-230,0,1,6,0,1,0,0,0,0,1,7,0,0.24074074074074073
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-240,0,0,0,0,0,0,0,0,0,1,0,0,0.027777777777777776
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-247,0,0,3,0,0,0,0,0,0,0,0,0,0.037037037037037035
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-249,0,0,3,0,0,0,0,0,0,1,0,2,0.17592592592592593
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-252,0,0,0,0,0,0,0,0,0,0,1,0,0.027777777777777776
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-255,0,0,0,0,0,0,0,1,0,0,1,0,0.05555555555555555
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-274,3,3,3,2,0,0,0,0,1,1,0,0,0.2777777777777778
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-275,0,0,0,0,0,2,0,0,0,0,0,0,0.05555555555555555
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-276,0,0,0,0,0,0,0,0,1,0,0,0,0.027777777777777776
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-279,0,0,0,0,0,0,0,1,0,0,1,0,0.05555555555555555
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-284,0,0,0,0,0,0,0,0,0,0,0,4,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-313,0,3,3,4,0,0,0,2,0,0,1,0,0.24074074074074073
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-314,0,0,0,0,0,0,0,0,1,0,0,0,0.027777777777777776
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-318,0,0,0,0,0,0,0,0,0,0,0,2,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-320,0,0,0,0,0,0,0,1,0,0,0,0,0.027777777777777776
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-322,0,0,3,0,0,0,0,0,0,0,0,0,0.037037037037037035
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-323,0,3,0,0,0,0,0,0,0,1,0,0,0.06481481481481481
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-324,0,0,3,0,0,0,0,0,0,0,0,0,0.037037037037037035
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-327,0,0,0,0,0,0,0,1,0,0,1,0,0.05555555555555555
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-332,0,0,0,2,0,0,0,1,0,0,1,2,0.2777777777777778
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-341,0,0,0,0,0,0,0,0,0,0,1,0,0.027777777777777776
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-348,0,0,3,0,1,0,0,0,0,0,0,2,0.2592592592592593
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-352,0,0,0,2,0,0,0,0,0,2,0,0,0.1388888888888889
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-353,0,0,0,0,0,0,0,0,1,1,0,0,0.05555555555555555
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-361,0,0,0,0,0,0,0,1,0,0,1,2,0.16666666666666666
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-363,3,0,0,2,0,0,0,0,0,0,0,0,0.14814814814814814
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-364,0,3,0,0,0,2,0,0,0,0,0,0,0.09259259259259259
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-372,0,0,0,0,0,0,2,0,0,0,0,0,0.05555555555555555
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-381,0,0,6,0,0,0,0,0,0,0,0,0,0.037037037037037035
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-382,0,3,0,0,0,0,0,0,0,0,0,0,0.037037037037037035
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-385,3,0,0,0,0,0,0,0,0,0,0,0,0.037037037037037035
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-387,0,0,3,0,0,0,0,0,0,0,0,0,0.037037037037037035
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-393,0,0,0,0,0,2,0,0,0,1,0,2,0.19444444444444445
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-399,0,0,0,0,0,0,0,0,0,0,0,2,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-400,0,3,0,0,0,0,0,0,0,0,0,0,0.037037037037037035
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-406,0,3,0,0,0,0,0,0,0,0,0,0,0.037037037037037035
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-411,0,0,0,0,0,0,0,1,0,0,1,4,0.16666666666666666
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-416,0,3,3,0,0,0,0,0,0,0,0,0,0.07407407407407407
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-421,9,3,3,2,1,0,0,2,0,1,2,4,0.5277777777777778
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-426,3,6,0,2,0,0,0,0,0,1,1,0,0.24074074074074073
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-430,0,0,0,0,1,0,0,0,0,0,0,2,0.2222222222222222
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-431,0,0,0,0,0,0,0,0,0,0,1,0,0.027777777777777776
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-437,0,0,0,0,0,0,2,0,0,0,0,0,0.05555555555555555
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-449,0,0,0,0,0,0,0,0,0,0,0,2,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-454,0,3,3,0,0,0,0,1,0,0,1,0,0.12962962962962962
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-458,0,0,0,0,0,0,0,0,1,0,0,0,0.027777777777777776
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-460,0,0,0,0,0,2,0,0,0,1,0,0,0.08333333333333333
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-463,0,0,0,0,0,0,0,0,1,0,0,0,0.027777777777777776
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-470,0,0,0,0,0,0,0,0,1,0,0,0,0.027777777777777776
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-473,0,0,0,0,0,0,0,0,0,1,0,0,0.027777777777777776
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-480,0,0,0,0,0,0,0,0,1,0,0,0,0.027777777777777776
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-481,0,3,0,0,0,0,0,0,0,0,0,0,0.037037037037037035
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-485,3,3,3,0,0,0,0,0,0,0,0,2,0.2222222222222222
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-488,0,3,3,0,0,0,0,0,0,0,0,0,0.07407407407407407
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-494,0,0,0,0,0,0,0,0,1,0,0,0,0.027777777777777776
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-516,0,3,0,0,0,0,0,0,0,0,0,0,0.037037037037037035
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-517,0,0,0,2,0,0,0,0,0,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-520,0,3,3,0,0,0,0,0,0,0,0,0,0.07407407407407407
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-521,0,0,0,0,0,0,0,0,0,0,1,0,0.027777777777777776
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-531,0,0,3,0,0,0,0,0,0,0,0,0,0.037037037037037035
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-533,0,0,0,0,0,0,0,0,0,0,1,0,0.027777777777777776
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-551,0,3,0,0,0,0,0,0,0,0,0,0,0.037037037037037035
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-552,0,0,0,0,0,0,0,1,0,0,1,0,0.05555555555555555
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-556,0,0,3,0,0,0,0,0,0,0,0,0,0.037037037037037035
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-561,0,0,0,0,1,0,0,0,0,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-564,0,0,0,0,0,0,0,0,1,0,0,0,0.027777777777777776
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-565,0,0,0,0,0,0,0,0,0,0,1,0,0.027777777777777776
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-583,3,3,0,0,0,0,0,1,0,0,1,0,0.12962962962962962
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-593,3,0,0,0,0,0,0,0,0,0,0,0,0.037037037037037035
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-601,0,0,0,0,0,0,0,0,1,1,0,0,0.05555555555555555
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-602,0,3,3,2,0,0,0,0,1,0,0,0,0.21296296296296294
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-615,3,0,3,0,0,0,0,0,0,0,1,0,0.10185185185185185
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-630,0,0,0,0,0,0,0,1,0,0,1,0,0.05555555555555555
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-633,0,0,0,0,0,0,0,0,0,0,0,2,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-634,3,3,3,0,0,0,0,0,0,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-648,0,1,0,0,0,0,0,0,1,0,0,0,0.06481481481481481
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-653,0,0,0,0,0,0,0,1,0,0,1,0,0.05555555555555555
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-654,0,0,0,2,0,0,0,0,0,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-656,0,0,0,0,0,0,0,1,1,0,1,0,0.08333333333333333
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-665,0,0,0,0,0,0,0,0,0,1,1,0,0.05555555555555555
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-668,0,0,0,0,0,0,0,0,0,0,0,2,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-672,0,1,0,0,0,0,0,0,0,0,0,0,0.037037037037037035
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-676,0,0,0,0,0,0,0,0,1,0,0,0,0.027777777777777776
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-689,0,0,0,2,0,0,0,0,0,0,0,0,0.1111111111111111
