members,K00024,K00169,K00170,K00172,K00174,K00175,K00176,K00177,K01677,K01678,K01902,K01903,K01959,K01960,M00620
ODIN-2013-BINNING-13_bin-01,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
ODIN-2013-BINNING-13_bin-45,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
ODIN-2013-BINNING-17_bin-08,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
ODIN-2013-BINNING-17_bin-14,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.07142857142857142
ODIN-2013-BINNING-17_bin-18,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0.21428571428571427
ODIN-2013-BINNING-17_bin-20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
ODIN-2013-BINNING-17_bin-24,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0.21428571428571427
ODIN-2013-BINNING-17_bin-33,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.07142857142857142
ODIN-2013-BINNING-20_bin-02,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
ODIN-2013-BINNING-20_bin-07,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.07142857142857142
ODIN-2013-BINNING-20_bin-09,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
ODIN-2013-BINNING-22_bin-01,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
ODIN-2013-BINNING-22_bin-06,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
ODIN-2013-BINNING-22_bin-07,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
ODIN-2013-BINNING-22_bin-21,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.07142857142857142
ODIN-2013-BINNING-24_bin-4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
ODIN-2013-BINNING-3_bin-01,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
ODIN-2013-BINNING-3_bin-04,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
ODIN-2013-BINNING-3_bin-06,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0.21428571428571427
ODIN-2013-BINNING-3_bin-12,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
ODIN-2013-BINNING-3_bin-19,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
ODIN-2013-BINNING-4_bin-04,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.03571428571428571
ODIN-2013-BINNING-4_bin-05,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.07142857142857142
ODIN-2013-BINNING-4_bin-24,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
ODIN-2013-BINNING-4_bin-28,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
ODIN-2013-BINNING-4_bin-31,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
ODIN-2013-BINNING-6_bin-07,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
ODIN-2013-BINNING-6_bin-11,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
ODIN-2013-BINNING-6_bin-23,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.07142857142857142
ODIN-2013-BINNING-6_bin-26,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.03571428571428571
ODIN-2013-BINNING-6_bin-33,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
ODIN-2013-BINNING-6_bin-36,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
ODIN-2013-BINNING-9_bin-05,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
SRR10912806.5,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0.07142857142857142
SRR10912808.15,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.07142857142857142
SRR10912808.4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
SRR10912809.9,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
SRR10912814.2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
SRR10912815.12,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
SRR10912821.10,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.03571428571428571
SRR10912821.4,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0.07142857142857142
SRR10912822.14,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0.07142857142857142
SRR10912823.7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
SRR10912823.9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.07142857142857142
SRR10912824.14,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
SRR10912825.1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.07142857142857142
SRR10912825.9,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
SRR10912826.11,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0.07142857142857142
SRR10912826.19,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
SRR10912828.12,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
SRR10912831.1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0.03571428571428571
SRR10912831.5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
SRR10912835.18,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
SRR10912835.19,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.07142857142857142
SRR10912835.20,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0.03571428571428571
SRR10912843.8,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
SRR10912844.10,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0.14285714285714285
SRR10912844.11,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0.21428571428571427
SRR10912844.19,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
SRR10912848.6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
SRR10912860.14,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.07142857142857142
SRR10912860.16,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0.07142857142857142
SRR10912861.11,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0.21428571428571427
SRR10912861.13,0,0,0,0,2,2,0,0,0,0,3,0,0,0,0.14285714285714285
SRR10912861.9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.07142857142857142
SRR10912868.28,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0.07142857142857142
SRR10912868.31,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0.21428571428571427
SRR10912869.1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.07142857142857142
SRR10912869.2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.03571428571428571
SRR10912869.21,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0.07142857142857142
SRR10912869.8,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0.21428571428571427
SRR10912870.14,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0.21428571428571427
SRR10912870.17,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0.07142857142857142
SRR10912870.19,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.07142857142857142
SRR10912870.22,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.07142857142857142
SRR10912870.24,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.03571428571428571
SRR10912874.10,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.07142857142857142
SRR10912874.11,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0.07142857142857142
SRR10912874.4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.03571428571428571
SRR10912875.15,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.03571428571428571
SRR10912875.6,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0.07142857142857142
SRR10912886.29,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0.07142857142857142
SRR10912887.8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
SRR10912888.15,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0.07142857142857142
SRR10912888.6,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0.07142857142857142
SRR10912889.15,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0.07142857142857142
SRR10912889.7,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0.07142857142857142
SRR10912889.9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
SRR10912890.11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
SRR10912890.13,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.07142857142857142
SRR10912890.14,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
SRR10912890.4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
SRR10912891.4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.07142857142857142
SRR10912891.6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
SRR10912891.9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
SRR10912895.13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
SRR10912895.8,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0.07142857142857142
SRR10912896.1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
SRR10912896.5,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0.07142857142857142
SRR10912898.2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
SRR11563380.13,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
SRR11563380.20,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
SRR11563380.27,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.07142857142857142
SRR11563380.39,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0.14285714285714285
SRR11563380.4,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0.07142857142857142
SRR11563380.41,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
SRR11563580.119,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0.2857142857142857
SRR11563580.147,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0.07142857142857142
SRR11563580.156,3,0,0,0,2,2,0,0,0,0,3,3,0,0,0.35714285714285715
SRR11563580.19,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.07142857142857142
SRR11563580.35,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0.07142857142857142
SRR11563580.52,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.07142857142857142
SRR11563580.60,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0.21428571428571427
SRR11563580.64,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
SRR11563580.68,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
SRR11563580.98,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0.21428571428571427
SRR11563580.99,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
SRR11624239.18,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0.07142857142857142
SRR11624239.20,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.07142857142857142
SRR11624239.26,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
SRR11624504.11,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
SRR11624504.19,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0.07142857142857142
SRR11624504.24,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.07142857142857142
SRR11625154.21,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.07142857142857142
SRR11625154.22,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
SRR11625412.20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
SRR11625412.31,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0.07142857142857142
SRR11627979.23,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
SRR11658663.17,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.07142857142857142
SRR11658663.3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
SRR11658663.9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
SRR11826747.21,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0.07142857142857142
SRR13153264.15,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0.14285714285714285
SRR13153303.13,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.03571428571428571
SRR13153303.17,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
SRR13153334.14,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
SRR13153350.14,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
SRR13153350.4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
SRR13153358.2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
SRR13153362.1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.07142857142857142
SRR13153362.13,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
SRR13153388.10,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0.14285714285714285
SRR13153388.8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.07142857142857142
SRR13153392.13,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
SRR13153392.5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
SRR13153429.10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
SRR13153429.15,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.07142857142857142
SRR13153429.22,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
SRR13153429.3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.03571428571428571
SRR13153429.55,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
SRR13153429.61,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0.17857142857142858
SRR13153429.63,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
SRR13153429.66,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0.14285714285714285
SRR13153432.1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0.14285714285714285
SRR13153432.9,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
SRR13153452.11,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
SRR13153452.15,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
SRR13153452.21,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
SRR13153452.27,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.07142857142857142
SRR13153458.10,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
SRR13153458.11,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.07142857142857142
SRR13153458.3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.07142857142857142
SRR13153458.33,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
SRR13153458.35,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0.21428571428571427
SRR13153458.5,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0.14285714285714285
SRR13153459.4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.07142857142857142
SRR13153474.20,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
SRR13153474.4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.03571428571428571
SRR13153482.2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
SRR13153482.4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.07142857142857142
SRR13153483.12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
SRR13153483.15,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
SRR13153483.25,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.07142857142857142
SRR13153484.10,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.03571428571428571
SRR13153484.14,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
SRR13153484.28,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
SRR13153485.16,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0.2857142857142857
SRR13153485.8,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
SRR13153486.11,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.03571428571428571
SRR13153486.16,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
SRR13153486.24,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
SRR13153511.2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0.07142857142857142
SRR13153511.26,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0.07142857142857142
SRR13153511.32,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.07142857142857142
SRR13153511.6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.07142857142857142
SRR13153516.2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.07142857142857142
SRR13153516.7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
SRR13153516.8,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
SRR13153534.8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.07142857142857142
SRR13153536.7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.07142857142857142
SRR13153537.14,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.07142857142857142
SRR13153537.16,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0.07142857142857142
SRR13153544.6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.07142857142857142
SRR13153544.9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
SRR13153554.2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
SRR13153554.20,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
SRR13153554.23,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0.14285714285714285
SRR13153554.26,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
SRR13153554.36,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
SRR3233381.14,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.14285714285714285
SRR3233381.32,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.07142857142857142
SRR3233381.40,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0.14285714285714285
SRR3233381.71,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0.14285714285714285
SRR3233383.23,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
SRR3233383.25,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0.17857142857142858
SRR3233383.26,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
SRR3233383.44,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.03571428571428571
SRR3233383.55,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
SRR3233383.63,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
SRR3233383.9,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0.21428571428571427
SRR4004175.10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
SRR4004175.11,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0.07142857142857142
SRR4004175.34,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
SRR4004175.51,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
SRR4004175.65,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
SRR4004175.67,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
SRR4004175.9,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
SRR4028167.26,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0.07142857142857142
SRR4028167.32,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.07142857142857142
SRR5262292.11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
SRR5262292.12,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
SRR5262292.24,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
SRR5262292.29,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0.21428571428571427
SRR5262292.7,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0.07142857142857142
SRR5262292.73,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
SRR5262292.78,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.03571428571428571
SRR5262292.80,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.07142857142857142
SRR5262292.82,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
SRR5262292.83,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.03571428571428571
SRR5262292.90,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
SRR5262292.94,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0.07142857142857142
SRR5262368.17,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0.07142857142857142
SRR5262368.18,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.07142857142857142
SRR5262368.19,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.07142857142857142
SRR5262368.27,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
SRR5262368.37,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
SRR5262368.39,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0.07142857142857142
SRR5262368.55,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0.07142857142857142
SRR5429424.36,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
SRR5819239.112,3,0,0,0,2,2,0,0,0,0,3,3,0,0,0.35714285714285715
SRR5819239.12,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.07142857142857142
SRR5819239.150,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0.14285714285714285
SRR5819239.151,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
SRR5819239.153,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0.07142857142857142
SRR5819239.156,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.03571428571428571
SRR5819239.159,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0.07142857142857142
SRR5819239.163,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0.07142857142857142
SRR5819239.180,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0.2857142857142857
SRR5819239.191,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
SRR5819239.192,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0.2857142857142857
SRR5819239.26,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.07142857142857142
SRR5819239.27,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
SRR5819239.30,0,0,0,0,2,2,0,0,0,0,3,3,0,0,0.21428571428571427
SRR5819239.4,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0.21428571428571427
SRR5819239.59,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0.17857142857142858
SRR5819239.69,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0.03571428571428571
SRR5819240.19,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.07142857142857142
SRR5819240.27,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0.07142857142857142
SRR5819240.56,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
SRR5819241.10,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.14285714285714285
SRR5819241.14,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.07142857142857142
SRR5819241.16,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0.14285714285714285
SRR5819241.19,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
SRR5819241.30,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0.07142857142857142
SRR5819241.31,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
SRR5819241.34,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0.07142857142857142
SRR5819241.42,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0.21428571428571427
SRR5819241.45,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.07142857142857142
SRR5819241.62,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
SRR5819381.18,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.14285714285714285
SRR5819381.19,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.07142857142857142
SRR5819381.2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
SRR5819381.3,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0.21428571428571427
SRR5819381.35,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
SRR5819381.36,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0.07142857142857142
SRR5819381.59,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
SRR5819381.9,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
SRR5819383.1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.07142857142857142
SRR5819383.125,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0.17857142857142858
SRR5819383.133,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
SRR5819383.138,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0.2857142857142857
SRR5819383.14,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0.07142857142857142
SRR5819383.144,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
SRR5819383.148,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0.21428571428571427
SRR5819383.174,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.03571428571428571
SRR5819383.24,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0.07142857142857142
SRR5819383.27,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
SRR5819383.31,0,0,0,0,2,2,0,0,0,0,3,3,0,0,0.21428571428571427
SRR5819383.43,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
SRR5819383.46,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
SRR5819383.69,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0.14285714285714285
SRR5819383.85,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.03571428571428571
SRR5819383.97,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0.07142857142857142
SRR5819552.26,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.07142857142857142
SRR5819552.57,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285
