members,K00024,K00031,K00169,K00170,K00172,K00174,K00175,K00176,K00177,K00239,K00240,K00241,K00242,K00244,K00245,K00246,K00247,K01006,K01007,K01595,K01676,K01677,K01678,K01679,K01682,K01902,K01903,K01958,K01959,K01960,K03737,K15230,M00173
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-460,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-464,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-469,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.15
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-470,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0.15
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-473,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-482,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-483,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0.1
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0.05
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-488,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.1
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0.05
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-505,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0.1
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-524,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0.3
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-527,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-530,3,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0.1
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-541,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.1
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-543,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0.1
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-573,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0.1
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-589,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0.1
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0.1
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-600,0,0,0,0,0,0,0,0,0,3,0,3,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0.25
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-613,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-616,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-618,9,0,0,0,0,2,2,0,0,12,6,6,2,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0.3
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-619,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-624,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-635,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-640,6,0,0,0,0,0,0,0,0,3,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0.2
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-649,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-655,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-663,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0.1
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0.05
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-698,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-710,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0.1
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-724,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0.05
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-727,18,3,0,0,0,0,0,0,0,12,21,6,1,0,0,0,0,5,0,0,0,0,0,8,0,21,21,0,0,0,0,0,0.45
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-731,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-734,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0.05
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-740,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0.05
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.1
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-747,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0.05
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.1
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0.2
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-769,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-770,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-772,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-789,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.15
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-790,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-795,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-798,6,0,0,0,0,2,0,0,0,12,9,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,6,0,0,0,0,0,0.35
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-805,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-806,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-810,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-819,6,0,0,1,0,4,4,0,0,3,12,0,0,0,0,0,7,0,0,0,0,3,3,0,0,15,9,0,0,0,1,0,0.5
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-821,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-830,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0.2
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-unbinned,3,0,0,0,0,2,4,0,0,0,6,3,0,0,0,0,0,1,2,6,0,0,0,0,0,6,3,0,0,0,0,0,0.3
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3a_bin-002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.1
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3a_bin-020,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3a_bin-021,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3a_bin-029,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.2
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3a_bin-035,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3a_bin-036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0.05
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3a_bin-040,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0.05
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3a_bin-045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.1
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3a_bin-047,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3a_bin-091,3,0,0,0,0,0,0,0,0,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0.2
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3a_bin-097,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3a_bin-104,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3a_bin-121,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3a_bin-123,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3a_bin-125,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3a_bin-131,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0.25
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3a_bin-144,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3a_bin-174,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3a_bin-175,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0.15
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3a_bin-186,0,0,0,0,0,0,0,0,0,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3a_bin-192,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0.2
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3a_bin-194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0.1
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3a_bin-205,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3a_bin-211,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3a_bin-213,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0.15
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3a_bin-214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3a_bin-216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0.05
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3a_bin-217,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.1
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3a_bin-223,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3a_bin-226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.1
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3a_bin-230,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3a_bin-237,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3a_bin-242,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3a_bin-243,0,0,0,0,0,2,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3a_bin-256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3a_bin-260,0,0,0,0,0,0,0,0,0,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3a_bin-269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0.1
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3a_bin-282,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3a_bin-289,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3a_bin-293,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3a_bin-296,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.15
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3a_bin-303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0.05
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3a_bin-305,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3a_bin-313,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0.1
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3a_bin-315,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3a_bin-316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0.1
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3a_bin-328,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3a_bin-330,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3a_bin-338,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3a_bin-340,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,8,1,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0.1
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3a_bin-342,0,0,0,0,0,0,4,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.1
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3a_bin-355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3a_bin-356,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3a_bin-365,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.2
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3a_bin-366,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3a_bin-374,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0.2
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3a_bin-380,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.2
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3a_bin-387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0
