members,K00297,K01491,K01938,K15022,M00377
bulkbins-MOSAIC-MIME-BINNING-3_bin-101,2,1,0,0,0.2222222222222222
bulkbins-MOSAIC-MIME-BINNING-3_bin-unbinned,2,1,1,0,0.3333333333333333
bulkbins-MOSAIC-MIME-BINNING-45_bin-03,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-45_bin-29,0,0,1,1,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-45_bin-39,1,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-45_bin-44,2,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-45_bin-51,1,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-45_bin-59,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-45_bin-63,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-45_bin-80,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-603_bin-001,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-603_bin-012,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-603_bin-022,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-603_bin-072,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-603_bin-076,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-603_bin-077,0,0,1,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-603_bin-081,1,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-603_bin-084,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-603_bin-092,1,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-703_bin-009,0,0,1,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-703_bin-034,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-703_bin-042,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-703_bin-054,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-703_bin-081,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-703_bin-084,1,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-703_bin-087,1,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-703_bin-108,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-703_bin-unbinned,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-803_bin-05,0,0,1,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-803_bin-09,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-803_bin-15,1,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-803_bin-35,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-803_bin-43,0,0,0,1,0.0
bulkbins-MOSAIC-MIME-BINNING-803_bin-59,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-803_bin-70,1,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-803_bin-73,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-803_bin-unbinned,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-903_bin-009,0,2,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-903_bin-033,0,0,1,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-903_bin-037,0,0,1,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-903_bin-042,1,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-903_bin-062,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-903_bin-087,1,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-903_bin-089,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-122,2,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-127,1,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-134,2,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-148,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-150,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-173,0,2,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-174,1,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-187,1,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-188,1,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-212,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-230,0,0,0,7,0.0
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-249,1,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-256,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-322,1,1,0,0,0.2222222222222222
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-323,0,0,0,1,0.0
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-341,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-348,0,1,1,0,0.2222222222222222
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-353,0,0,1,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-372,1,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-382,1,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-393,1,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-401,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-411,0,0,1,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-415,0,0,1,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-421,3,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-426,1,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-436,0,0,0,7,0.0
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-458,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-467,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-473,0,0,0,1,0.0
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-513,1,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-537,1,2,1,0,0.3333333333333333
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-550,1,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-553,1,0,0,7,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-565,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-601,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-615,1,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-644,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-665,1,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-679,1,0,1,0,0.2222222222222222
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-690,1,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-743,0,13,2,0,0.2222222222222222
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-766,1,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-772,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-791,1,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-816,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-818,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-822,1,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-894,1,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-965,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-unbinned,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-008,2,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-042,1,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-054,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-067,2,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-074,1,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-077,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-086,1,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-088,1,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-090,1,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-099,1,1,0,0,0.2222222222222222
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-101,7,1,0,0,0.2222222222222222
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-128,1,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-133,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-154,1,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-174,1,1,0,0,0.2222222222222222
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-187,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-200,1,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-228,1,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-232,1,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-245,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-250,1,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-257,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-267,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-269,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-273,0,0,0,7,0.0
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-290,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-296,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-312,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-318,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-319,1,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-347,1,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-350,1,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-356,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-371,0,0,1,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-381,0,2,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-382,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-391,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-407,1,1,0,0,0.2222222222222222
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-417,0,0,1,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-423,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-424,1,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-429,1,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-453,1,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-468,1,1,0,0,0.2222222222222222
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-471,0,0,1,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-483,2,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-514,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-530,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-531,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-566,7,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-568,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-618,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-640,1,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-649,2,1,0,0,0.2222222222222222
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-652,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-657,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-664,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-710,1,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-711,1,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-712,0,0,1,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-727,1,3,3,0,0.3333333333333333
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-739,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-743,1,0,1,0,0.2222222222222222
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-770,0,0,0,1,0.0
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-776,1,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-797,1,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-798,1,1,0,0,0.2222222222222222
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-800,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-805,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-819,2,3,0,0,0.2222222222222222
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-821,0,0,1,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-830,1,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-unbinned,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3a_bin-002,1,0,1,0,0.2222222222222222
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3a_bin-011,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3a_bin-020,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3a_bin-035,0,2,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3a_bin-042,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3a_bin-096,1,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3a_bin-115,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3a_bin-178,1,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3a_bin-209,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3a_bin-212,0,0,1,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3a_bin-216,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3a_bin-220,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3a_bin-237,0,0,0,7,0.0
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3a_bin-242,1,1,0,7,0.2222222222222222
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3a_bin-256,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3a_bin-269,0,1,0,14,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3a_bin-288,7,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3a_bin-289,0,0,1,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3a_bin-296,0,0,1,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3a_bin-343,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3a_bin-344,1,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3a_bin-355,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3a_bin-374,1,1,0,0,0.2222222222222222
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3a_bin-409,1,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3a_bin-424,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3a_bin-431,1,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3a_bin-436,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3a_bin-450,0,2,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3a_bin-463,1,1,0,0,0.2222222222222222
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3a_bin-464,1,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3a_bin-536,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3a_bin-579,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3a_bin-595,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3a_bin-611,2,14,2,0,0.3333333333333333
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3a_bin-647,1,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3a_bin-654,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3a_bin-656,1,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3a_bin-658,1,1,0,0,0.2222222222222222
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3a_bin-676,1,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3a_bin-696,1,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3a_bin-699,1,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3a_bin-705,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3a_bin-712,0,0,0,7,0.0
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3a_bin-unbinned,3,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3b_bin-014,1,1,0,0,0.2222222222222222
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3b_bin-022,0,0,0,7,0.0
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3b_bin-045,1,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3b_bin-068,0,0,1,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3b_bin-073,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3b_bin-103,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3b_bin-119,1,1,0,0,0.2222222222222222
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3b_bin-144,1,0,1,0,0.2222222222222222
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3b_bin-151,0,1,1,0,0.2222222222222222
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3b_bin-158,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3b_bin-177,0,0,0,1,0.0
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3b_bin-190,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3b_bin-230,1,2,0,0,0.2222222222222222
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3b_bin-235,3,14,2,0,0.3333333333333333
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3b_bin-244,1,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3b_bin-251,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3b_bin-252,1,2,0,0,0.2222222222222222
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3b_bin-264,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3b_bin-273,1,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3b_bin-278,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3b_bin-300,1,1,0,0,0.2222222222222222
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3b_bin-301,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3b_bin-303,1,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3b_bin-337,1,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3b_bin-350,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3b_bin-351,1,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3b_bin-353,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3b_bin-354,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3b_bin-381,1,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3b_bin-391,1,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3b_bin-413,1,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3b_bin-415,1,0,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3b_bin-437,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3b_bin-488,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3b_bin-506,0,1,0,0,0.1111111111111111
bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3b_bin-unbinned,1,0,0,0,0.1111111111111111
bulkbins-ODEN-2013-BINNING-COASS_bin-4503,0,1,0,0,0.1111111111111111
bulkbins-ODEN-2013-BINNING-COASS_bin-5008,0,0,1,0,0.1111111111111111
bulkbins-ODEN-2013-BINNING-COASS_bin-5062,1,1,0,0,0.2222222222222222
bulkbins-ODEN-2013-BINNING-COASS_bin-5131,1,0,1,0,0.2222222222222222
bulkbins-ODEN-2013-BINNING-COASS_bin-5171,0,1,0,0,0.1111111111111111
bulkbins-ODEN-2013-BINNING-COASS_bin-5175,1,0,0,0,0.1111111111111111
bulkbins-ODEN-2013-BINNING-COASS_bin-5236,0,1,0,0,0.1111111111111111
bulkbins-ODEN-2013-BINNING-COASS_bin-5303,1,0,0,0,0.1111111111111111
bulkbins-ODEN-2013-BINNING-COASS_bin-5480,0,0,1,0,0.1111111111111111
bulkbins-ODEN-2013-BINNING-COASS_bin-5578,0,1,0,0,0.1111111111111111
bulkbins-ODEN-2013-BINNING-COASS_bin-5630,0,1,0,0,0.1111111111111111
bulkbins-ODEN-2013-BINNING-COASS_bin-5898,1,0,0,0,0.1111111111111111
bulkbins-ODEN-2013-BINNING-COASS_bin-6688,2,0,0,0,0.1111111111111111
bulkbins-ODEN-2013-BINNING-COASS_bin-6850,0,1,0,0,0.1111111111111111
bulkbins-ODEN-2013-BINNING-COASS_bin-8486,0,2,0,0,0.1111111111111111
bulkbins-ODEN-2013-BINNING-COASS_bin-9691,1,0,0,0,0.1111111111111111
bulkbins-ODEN-2013-BINNING-all-COASS_bin-01175,1,1,0,0,0.2222222222222222
bulkbins-ODEN-2013-BINNING-all-COASS_bin-01398,0,1,0,0,0.1111111111111111
bulkbins-ODEN-2013-BINNING-all-COASS_bin-01478,0,1,0,0,0.1111111111111111
bulkbins-ODEN-2013-BINNING-all-COASS_bin-01827,0,0,1,0,0.1111111111111111
bulkbins-ODEN-2013-BINNING-all-COASS_bin-04556,0,0,0,1,0.0
bulkbins-ODEN-2013-BINNING-all-COASS_bin-04732,0,0,1,0,0.1111111111111111
bulkbins-ODEN-2013-BINNING-all-COASS_bin-04833,0,1,0,0,0.1111111111111111
